GCF_016748085.1,GCF_002952675.1,GCF_002951975.1,GCF_002952595.1,GCF_001653415.1,GCF_900638475.1,GCF_016749215.1,GCF_019974055.1,GCF_013122055.1,GCF_003050665.1
GCF_016748085.1;protein_425,GCF_002952675.1;protein_1037,GCF_002951975.1;protein_1032,GCF_002952595.1;protein_1032,GCF_001653415.1;protein_475,GCF_900638475.1;protein_1013,GCF_016749215.1;protein_415,GCF_019974055.1;protein_811,GCF_013122055.1;protein_594,GCF_003050665.1;protein_495
GCF_016748085.1;protein_426,GCF_002952675.1;protein_1036,GCF_002951975.1;protein_1031,GCF_002952595.1;protein_1031,GCF_001653415.1;protein_476,GCF_900638475.1;protein_1012,GCF_016749215.1;protein_416,GCF_019974055.1;protein_812,GCF_013122055.1;protein_595,GCF_003050665.1;protein_494
GCF_016748085.1;protein_427,GCF_002952675.1;protein_1035,GCF_002951975.1;protein_1030,GCF_002952595.1;protein_1030,GCF_001653415.1;protein_477,GCF_900638475.1;protein_1011,GCF_016749215.1;protein_417,GCF_019974055.1;protein_813,GCF_013122055.1;protein_596,GCF_003050665.1;protein_493
GCF_016748085.1;protein_428,GCF_002952675.1;protein_1034,GCF_002951975.1;protein_1029,GCF_002952595.1;protein_1029,GCF_001653415.1;protein_478,GCF_900638475.1;protein_1010,GCF_016749215.1;protein_418,GCF_019974055.1;protein_814,GCF_013122055.1;protein_597,GCF_003050665.1;protein_492
GCF_016748085.1;protein_429,GCF_002952675.1;protein_1033,GCF_002951975.1;protein_1028,GCF_002952595.1;protein_1028,GCF_001653415.1;protein_479,GCF_900638475.1;protein_1009,GCF_016749215.1;protein_419,GCF_019974055.1;protein_815,GCF_013122055.1;protein_598,GCF_003050665.1;protein_491
GCF_016748085.1;protein_43,GCF_002952675.1;protein_1398,GCF_002951975.1;protein_1394,GCF_002952595.1;protein_1393,GCF_001653415.1;protein_101,GCF_900638475.1;protein_196,GCF_016749215.1;protein_45,GCF_019974055.1;protein_137,GCF_013122055.1;protein_230,GCF_003050665.1;protein_1020
GCF_016748085.1;protein_430,GCF_002952675.1;protein_1032,GCF_002951975.1;protein_1027,GCF_002952595.1;protein_1027,GCF_001653415.1;protein_480,GCF_900638475.1;protein_1008,GCF_016749215.1;protein_420,GCF_019974055.1;protein_816,GCF_013122055.1;protein_599,GCF_003050665.1;protein_490
GCF_016748085.1;protein_431,GCF_002952675.1;protein_1031,GCF_002951975.1;protein_1026,GCF_002952595.1;protein_1026,GCF_001653415.1;protein_481,GCF_900638475.1;protein_1007,GCF_016749215.1;protein_421,GCF_019974055.1;protein_817,GCF_013122055.1;protein_600,GCF_003050665.1;protein_489
GCF_016748085.1;protein_432,GCF_002952675.1;protein_1030,GCF_002951975.1;protein_1025,GCF_002952595.1;protein_1025,GCF_001653415.1;protein_482,GCF_900638475.1;protein_1006,GCF_016749215.1;protein_422,GCF_019974055.1;protein_818,GCF_013122055.1;protein_601,GCF_003050665.1;protein_488
GCF_016748085.1;protein_433,GCF_002952675.1;protein_1029,GCF_002951975.1;protein_1024,GCF_002952595.1;protein_1024,GCF_001653415.1;protein_483,GCF_900638475.1;protein_1005,GCF_016749215.1;protein_423,GCF_019974055.1;protein_819,GCF_013122055.1;protein_602,GCF_003050665.1;protein_487
GCF_016748085.1;protein_435,GCF_002952675.1;protein_1027,GCF_002951975.1;protein_1022,GCF_002952595.1;protein_1022,GCF_001653415.1;protein_485,GCF_900638475.1;protein_1003,GCF_016749215.1;protein_425,GCF_019974055.1;protein_548,GCF_013122055.1;protein_604,GCF_003050665.1;protein_485
GCF_016748085.1;protein_437,GCF_002952675.1;protein_1023,GCF_002951975.1;protein_1018,GCF_002952595.1;protein_1018,GCF_001653415.1;protein_488,GCF_900638475.1;protein_1001,GCF_016749215.1;protein_428,GCF_019974055.1;protein_893,GCF_013122055.1;protein_608,GCF_003050665.1;protein_481
GCF_016748085.1;protein_438,GCF_002952675.1;protein_1022,GCF_002951975.1;protein_1017,GCF_002952595.1;protein_1017,GCF_001653415.1;protein_489,GCF_900638475.1;protein_1000,GCF_016749215.1;protein_429,GCF_019974055.1;protein_894,GCF_013122055.1;protein_609,GCF_003050665.1;protein_480
GCF_016748085.1;protein_439,GCF_002952675.1;protein_1021,GCF_002951975.1;protein_1016,GCF_002952595.1;protein_1016,GCF_001653415.1;protein_490,GCF_900638475.1;protein_999,GCF_016749215.1;protein_430,GCF_019974055.1;protein_895,GCF_013122055.1;protein_610,GCF_003050665.1;protein_479
GCF_016748085.1;protein_440,GCF_002952675.1;protein_1020,GCF_002951975.1;protein_1015,GCF_002952595.1;protein_1015,GCF_001653415.1;protein_491,GCF_900638475.1;protein_998,GCF_016749215.1;protein_431,GCF_019974055.1;protein_896,GCF_013122055.1;protein_611,GCF_003050665.1;protein_478
GCF_016748085.1;protein_441,GCF_002952675.1;protein_1019,GCF_002951975.1;protein_1014,GCF_002952595.1;protein_1014,GCF_001653415.1;protein_492,GCF_900638475.1;protein_997,GCF_016749215.1;protein_432,GCF_019974055.1;protein_897,GCF_013122055.1;protein_612,GCF_003050665.1;protein_477
GCF_016748085.1;protein_442,GCF_002952675.1;protein_1018,GCF_002951975.1;protein_1013,GCF_002952595.1;protein_1013,GCF_001653415.1;protein_493,GCF_900638475.1;protein_996,GCF_016749215.1;protein_433,GCF_019974055.1;protein_898,GCF_013122055.1;protein_613,GCF_003050665.1;protein_476
GCF_016748085.1;protein_443,GCF_002952675.1;protein_1017,GCF_002951975.1;protein_1012,GCF_002952595.1;protein_1012,GCF_001653415.1;protein_494,GCF_900638475.1;protein_995,GCF_016749215.1;protein_434,GCF_019974055.1;protein_899,GCF_013122055.1;protein_614,GCF_003050665.1;protein_475
GCF_016748085.1;protein_445,GCF_002952675.1;protein_1016,GCF_002951975.1;protein_1011,GCF_002952595.1;protein_1011,GCF_001653415.1;protein_496,GCF_900638475.1;protein_994,GCF_016749215.1;protein_436,GCF_019974055.1;protein_901,GCF_013122055.1;protein_616,GCF_003050665.1;protein_473
GCF_016748085.1;protein_447,GCF_002952675.1;protein_1014,GCF_002951975.1;protein_1009,GCF_002952595.1;protein_1009,GCF_001653415.1;protein_497,GCF_900638475.1;protein_993,GCF_016749215.1;protein_437,GCF_019974055.1;protein_903,GCF_013122055.1;protein_617,GCF_003050665.1;protein_471
GCF_016748085.1;protein_448,GCF_002952675.1;protein_1013,GCF_002951975.1;protein_1008,GCF_002952595.1;protein_1008,GCF_001653415.1;protein_498,GCF_900638475.1;protein_992,GCF_016749215.1;protein_438,GCF_019974055.1;protein_904,GCF_013122055.1;protein_618,GCF_003050665.1;protein_470
GCF_016748085.1;protein_451,GCF_002952675.1;protein_1011,GCF_002951975.1;protein_1006,GCF_002952595.1;protein_1006,GCF_001653415.1;protein_501,GCF_900638475.1;protein_990,GCF_016749215.1;protein_440,GCF_019974055.1;protein_1142,GCF_013122055.1;protein_621,GCF_003050665.1;protein_468
GCF_016748085.1;protein_453,GCF_002952675.1;protein_1009,GCF_002951975.1;protein_1004,GCF_002952595.1;protein_1004,GCF_001653415.1;protein_503,GCF_900638475.1;protein_988,GCF_016749215.1;protein_442,GCF_019974055.1;protein_1140,GCF_013122055.1;protein_623,GCF_003050665.1;protein_466
GCF_016748085.1;protein_454,GCF_002952675.1;protein_1008,GCF_002951975.1;protein_1003,GCF_002952595.1;protein_1003,GCF_001653415.1;protein_504,GCF_900638475.1;protein_987,GCF_016749215.1;protein_443,GCF_019974055.1;protein_1139,GCF_013122055.1;protein_624,GCF_003050665.1;protein_465
GCF_016748085.1;protein_455,GCF_002952675.1;protein_1007,GCF_002951975.1;protein_1002,GCF_002952595.1;protein_1002,GCF_001653415.1;protein_505,GCF_900638475.1;protein_986,GCF_016749215.1;protein_444,GCF_019974055.1;protein_1138,GCF_013122055.1;protein_625,GCF_003050665.1;protein_464
GCF_016748085.1;protein_460,GCF_002952675.1;protein_1002,GCF_002951975.1;protein_997,GCF_002952595.1;protein_997,GCF_001653415.1;protein_511,GCF_900638475.1;protein_981,GCF_016749215.1;protein_448,GCF_019974055.1;protein_1132,GCF_013122055.1;protein_627,GCF_003050665.1;protein_459
GCF_016748085.1;protein_461,GCF_002952675.1;protein_1001,GCF_002951975.1;protein_996,GCF_002952595.1;protein_996,GCF_001653415.1;protein_512,GCF_900638475.1;protein_980,GCF_016749215.1;protein_449,GCF_019974055.1;protein_1131,GCF_013122055.1;protein_628,GCF_003050665.1;protein_458
GCF_016748085.1;protein_462,GCF_002952675.1;protein_1000,GCF_002951975.1;protein_995,GCF_002952595.1;protein_995,GCF_001653415.1;protein_513,GCF_900638475.1;protein_979,GCF_016749215.1;protein_450,GCF_019974055.1;protein_1130,GCF_013122055.1;protein_629,GCF_003050665.1;protein_457
GCF_016748085.1;protein_464,GCF_002952675.1;protein_995,GCF_002951975.1;protein_990,GCF_002952595.1;protein_990,GCF_001653415.1;protein_894,GCF_900638475.1;protein_975,GCF_016749215.1;protein_547,GCF_019974055.1;protein_584,GCF_013122055.1;protein_635,GCF_003050665.1;protein_255
GCF_016748085.1;protein_465,GCF_002952675.1;protein_994,GCF_002951975.1;protein_989,GCF_002952595.1;protein_989,GCF_001653415.1;protein_893,GCF_900638475.1;protein_974,GCF_016749215.1;protein_548,GCF_019974055.1;protein_585,GCF_013122055.1;protein_636,GCF_003050665.1;protein_254
GCF_016748085.1;protein_466,GCF_002952675.1;protein_993,GCF_002951975.1;protein_988,GCF_002952595.1;protein_988,GCF_001653415.1;protein_892,GCF_900638475.1;protein_973,GCF_016749215.1;protein_549,GCF_019974055.1;protein_586,GCF_013122055.1;protein_637,GCF_003050665.1;protein_253
GCF_016748085.1;protein_467,GCF_002952675.1;protein_992,GCF_002951975.1;protein_987,GCF_002952595.1;protein_987,GCF_001653415.1;protein_891,GCF_900638475.1;protein_972,GCF_016749215.1;protein_550,GCF_019974055.1;protein_587,GCF_013122055.1;protein_638,GCF_003050665.1;protein_252
GCF_016748085.1;protein_468,GCF_002952675.1;protein_991,GCF_002951975.1;protein_986,GCF_002952595.1;protein_986,GCF_001653415.1;protein_890,GCF_900638475.1;protein_971,GCF_016749215.1;protein_551,GCF_019974055.1;protein_588,GCF_013122055.1;protein_639,GCF_003050665.1;protein_251
GCF_016748085.1;protein_469,GCF_002952675.1;protein_990,GCF_002951975.1;protein_985,GCF_002952595.1;protein_985,GCF_001653415.1;protein_889,GCF_900638475.1;protein_970,GCF_016749215.1;protein_552,GCF_019974055.1;protein_589,GCF_013122055.1;protein_640,GCF_003050665.1;protein_250
GCF_016748085.1;protein_47,GCF_002952675.1;protein_1391,GCF_002951975.1;protein_1387,GCF_002952595.1;protein_1386,GCF_001653415.1;protein_106,GCF_900638475.1;protein_200,GCF_016749215.1;protein_47,GCF_019974055.1;protein_135,GCF_013122055.1;protein_233,GCF_003050665.1;protein_1027
GCF_016748085.1;protein_470,GCF_002952675.1;protein_989,GCF_002951975.1;protein_984,GCF_002952595.1;protein_984,GCF_001653415.1;protein_888,GCF_900638475.1;protein_969,GCF_016749215.1;protein_553,GCF_019974055.1;protein_590,GCF_013122055.1;protein_641,GCF_003050665.1;protein_249
GCF_016748085.1;protein_471,GCF_002952675.1;protein_988,GCF_002951975.1;protein_983,GCF_002952595.1;protein_983,GCF_001653415.1;protein_887,GCF_900638475.1;protein_968,GCF_016749215.1;protein_554,GCF_019974055.1;protein_591,GCF_013122055.1;protein_642,GCF_003050665.1;protein_248
GCF_016748085.1;protein_472,GCF_002952675.1;protein_987,GCF_002951975.1;protein_982,GCF_002952595.1;protein_982,GCF_001653415.1;protein_886,GCF_900638475.1;protein_967,GCF_016749215.1;protein_555,GCF_019974055.1;protein_592,GCF_013122055.1;protein_643,GCF_003050665.1;protein_247
GCF_016748085.1;protein_473,GCF_002952675.1;protein_986,GCF_002951975.1;protein_981,GCF_002952595.1;protein_981,GCF_001653415.1;protein_885,GCF_900638475.1;protein_966,GCF_016749215.1;protein_556,GCF_019974055.1;protein_593,GCF_013122055.1;protein_644,GCF_003050665.1;protein_246
GCF_016748085.1;protein_474,GCF_002952675.1;protein_985,GCF_002951975.1;protein_980,GCF_002952595.1;protein_980,GCF_001653415.1;protein_884,GCF_900638475.1;protein_965,GCF_016749215.1;protein_557,GCF_019974055.1;protein_594,GCF_013122055.1;protein_645,GCF_003050665.1;protein_245
GCF_016748085.1;protein_475,GCF_002952675.1;protein_984,GCF_002951975.1;protein_979,GCF_002952595.1;protein_979,GCF_001653415.1;protein_883,GCF_900638475.1;protein_964,GCF_016749215.1;protein_558,GCF_019974055.1;protein_595,GCF_013122055.1;protein_646,GCF_003050665.1;protein_244
GCF_016748085.1;protein_476,GCF_002952675.1;protein_983,GCF_002951975.1;protein_978,GCF_002952595.1;protein_978,GCF_001653415.1;protein_882,GCF_900638475.1;protein_963,GCF_016749215.1;protein_559,GCF_019974055.1;protein_596,GCF_013122055.1;protein_647,GCF_003050665.1;protein_243
GCF_016748085.1;protein_477,GCF_002952675.1;protein_982,GCF_002951975.1;protein_977,GCF_002952595.1;protein_977,GCF_001653415.1;protein_881,GCF_900638475.1;protein_962,GCF_016749215.1;protein_560,GCF_019974055.1;protein_597,GCF_013122055.1;protein_648,GCF_003050665.1;protein_242
GCF_016748085.1;protein_478,GCF_002952675.1;protein_981,GCF_002951975.1;protein_976,GCF_002952595.1;protein_976,GCF_001653415.1;protein_880,GCF_900638475.1;protein_961,GCF_016749215.1;protein_561,GCF_019974055.1;protein_598,GCF_013122055.1;protein_649,GCF_003050665.1;protein_241
GCF_016748085.1;protein_479,GCF_002952675.1;protein_980,GCF_002951975.1;protein_975,GCF_002952595.1;protein_975,GCF_001653415.1;protein_879,GCF_900638475.1;protein_960,GCF_016749215.1;protein_562,GCF_019974055.1;protein_599,GCF_013122055.1;protein_650,GCF_003050665.1;protein_240
GCF_016748085.1;protein_48,GCF_002952675.1;protein_1390,GCF_002951975.1;protein_1386,GCF_002952595.1;protein_1385,GCF_001653415.1;protein_107,GCF_900638475.1;protein_201,GCF_016749215.1;protein_48,GCF_019974055.1;protein_134,GCF_013122055.1;protein_234,GCF_003050665.1;protein_1028
GCF_016748085.1;protein_480,GCF_002952675.1;protein_979,GCF_002951975.1;protein_974,GCF_002952595.1;protein_974,GCF_001653415.1;protein_878,GCF_900638475.1;protein_959,GCF_016749215.1;protein_563,GCF_019974055.1;protein_600,GCF_013122055.1;protein_651,GCF_003050665.1;protein_239
GCF_016748085.1;protein_481,GCF_002952675.1;protein_978,GCF_002951975.1;protein_973,GCF_002952595.1;protein_973,GCF_001653415.1;protein_877,GCF_900638475.1;protein_958,GCF_016749215.1;protein_564,GCF_019974055.1;protein_601,GCF_013122055.1;protein_652,GCF_003050665.1;protein_238
GCF_016748085.1;protein_482,GCF_002952675.1;protein_977,GCF_002951975.1;protein_972,GCF_002952595.1;protein_972,GCF_001653415.1;protein_876,GCF_900638475.1;protein_957,GCF_016749215.1;protein_565,GCF_019974055.1;protein_602,GCF_013122055.1;protein_653,GCF_003050665.1;protein_237
GCF_016748085.1;protein_483,GCF_002952675.1;protein_976,GCF_002951975.1;protein_971,GCF_002952595.1;protein_971,GCF_001653415.1;protein_875,GCF_900638475.1;protein_956,GCF_016749215.1;protein_566,GCF_019974055.1;protein_603,GCF_013122055.1;protein_654,GCF_003050665.1;protein_236
GCF_016748085.1;protein_484,GCF_002952675.1;protein_975,GCF_002951975.1;protein_970,GCF_002952595.1;protein_970,GCF_001653415.1;protein_874,GCF_900638475.1;protein_955,GCF_016749215.1;protein_567,GCF_019974055.1;protein_604,GCF_013122055.1;protein_655,GCF_003050665.1;protein_235
GCF_016748085.1;protein_485,GCF_002952675.1;protein_974,GCF_002951975.1;protein_969,GCF_002952595.1;protein_969,GCF_001653415.1;protein_873,GCF_900638475.1;protein_954,GCF_016749215.1;protein_568,GCF_019974055.1;protein_605,GCF_013122055.1;protein_656,GCF_003050665.1;protein_234
GCF_016748085.1;protein_486,GCF_002952675.1;protein_973,GCF_002951975.1;protein_968,GCF_002952595.1;protein_968,GCF_001653415.1;protein_872,GCF_900638475.1;protein_953,GCF_016749215.1;protein_569,GCF_019974055.1;protein_606,GCF_013122055.1;protein_659,GCF_003050665.1;protein_233
GCF_016748085.1;protein_487,GCF_002952675.1;protein_972,GCF_002951975.1;protein_967,GCF_002952595.1;protein_967,GCF_001653415.1;protein_871,GCF_900638475.1;protein_952,GCF_016749215.1;protein_570,GCF_019974055.1;protein_607,GCF_013122055.1;protein_660,GCF_003050665.1;protein_232
GCF_016748085.1;protein_488,GCF_002952675.1;protein_971,GCF_002951975.1;protein_966,GCF_002952595.1;protein_966,GCF_001653415.1;protein_870,GCF_900638475.1;protein_951,GCF_016749215.1;protein_571,GCF_019974055.1;protein_608,GCF_013122055.1;protein_661,GCF_003050665.1;protein_231
GCF_016748085.1;protein_489,GCF_002952675.1;protein_970,GCF_002951975.1;protein_965,GCF_002952595.1;protein_965,GCF_001653415.1;protein_869,GCF_900638475.1;protein_950,GCF_016749215.1;protein_572,GCF_019974055.1;protein_609,GCF_013122055.1;protein_662,GCF_003050665.1;protein_230
GCF_016748085.1;protein_5,GCF_002952675.1;protein_1480,GCF_002951975.1;protein_1476,GCF_002952595.1;protein_1475,GCF_001653415.1;protein_59,GCF_900638475.1;protein_158,GCF_016749215.1;protein_5,GCF_019974055.1;protein_175,GCF_013122055.1;protein_190,GCF_003050665.1;protein_981
GCF_016748085.1;protein_505,GCF_002952675.1;protein_607,GCF_002951975.1;protein_604,GCF_002952595.1;protein_604,GCF_001653415.1;protein_516,GCF_900638475.1;protein_761,GCF_016749215.1;protein_454,GCF_019974055.1;protein_557,GCF_013122055.1;protein_997,GCF_003050665.1;protein_1460
GCF_016748085.1;protein_506,GCF_002952675.1;protein_608,GCF_002951975.1;protein_605,GCF_002952595.1;protein_605,GCF_001653415.1;protein_517,GCF_900638475.1;protein_760,GCF_016749215.1;protein_455,GCF_019974055.1;protein_558,GCF_013122055.1;protein_996,GCF_003050665.1;protein_1461
GCF_016748085.1;protein_508,GCF_002952675.1;protein_610,GCF_002951975.1;protein_607,GCF_002952595.1;protein_607,GCF_001653415.1;protein_519,GCF_900638475.1;protein_758,GCF_016749215.1;protein_457,GCF_019974055.1;protein_560,GCF_013122055.1;protein_994,GCF_003050665.1;protein_1463
GCF_016748085.1;protein_509,GCF_002952675.1;protein_611,GCF_002951975.1;protein_608,GCF_002952595.1;protein_608,GCF_001653415.1;protein_520,GCF_900638475.1;protein_757,GCF_016749215.1;protein_458,GCF_019974055.1;protein_561,GCF_013122055.1;protein_993,GCF_003050665.1;protein_1464
GCF_016748085.1;protein_510,GCF_002952675.1;protein_612,GCF_002951975.1;protein_609,GCF_002952595.1;protein_609,GCF_001653415.1;protein_521,GCF_900638475.1;protein_756,GCF_016749215.1;protein_459,GCF_019974055.1;protein_562,GCF_013122055.1;protein_992,GCF_003050665.1;protein_1465
GCF_016748085.1;protein_511,GCF_002952675.1;protein_613,GCF_002951975.1;protein_610,GCF_002952595.1;protein_610,GCF_001653415.1;protein_522,GCF_900638475.1;protein_755,GCF_016749215.1;protein_460,GCF_019974055.1;protein_563,GCF_013122055.1;protein_991,GCF_003050665.1;protein_1466
GCF_016748085.1;protein_512,GCF_002952675.1;protein_614,GCF_002951975.1;protein_611,GCF_002952595.1;protein_611,GCF_001653415.1;protein_523,GCF_900638475.1;protein_754,GCF_016749215.1;protein_461,GCF_019974055.1;protein_564,GCF_013122055.1;protein_990,GCF_003050665.1;protein_1467
GCF_016748085.1;protein_513,GCF_002952675.1;protein_615,GCF_002951975.1;protein_612,GCF_002952595.1;protein_612,GCF_001653415.1;protein_524,GCF_900638475.1;protein_753,GCF_016749215.1;protein_462,GCF_019974055.1;protein_565,GCF_013122055.1;protein_989,GCF_003050665.1;protein_1468
GCF_016748085.1;protein_514,GCF_002952675.1;protein_616,GCF_002951975.1;protein_613,GCF_002952595.1;protein_613,GCF_001653415.1;protein_525,GCF_900638475.1;protein_752,GCF_016749215.1;protein_463,GCF_019974055.1;protein_566,GCF_013122055.1;protein_988,GCF_003050665.1;protein_1469
GCF_016748085.1;protein_515,GCF_002952675.1;protein_617,GCF_002951975.1;protein_614,GCF_002952595.1;protein_614,GCF_001653415.1;protein_526,GCF_900638475.1;protein_751,GCF_016749215.1;protein_464,GCF_019974055.1;protein_567,GCF_013122055.1;protein_987,GCF_003050665.1;protein_1470
GCF_016748085.1;protein_516,GCF_002952675.1;protein_618,GCF_002951975.1;protein_615,GCF_002952595.1;protein_615,GCF_001653415.1;protein_527,GCF_900638475.1;protein_750,GCF_016749215.1;protein_465,GCF_019974055.1;protein_568,GCF_013122055.1;protein_986,GCF_003050665.1;protein_1471
GCF_016748085.1;protein_519,GCF_002952675.1;protein_621,GCF_002951975.1;protein_618,GCF_002952595.1;protein_618,GCF_001653415.1;protein_530,GCF_900638475.1;protein_747,GCF_016749215.1;protein_468,GCF_019974055.1;protein_907,GCF_013122055.1;protein_983,GCF_003050665.1;protein_1475
GCF_016748085.1;protein_52,GCF_002952675.1;protein_1386,GCF_002951975.1;protein_1382,GCF_002952595.1;protein_1381,GCF_001653415.1;protein_111,GCF_900638475.1;protein_205,GCF_016749215.1;protein_52,GCF_019974055.1;protein_242,GCF_013122055.1;protein_238,GCF_003050665.1;protein_1032
