GCF_016757555.1,GCF_900478295.1,GCF_021729605.1,GCF_017821635.1,GCF_016755675.1
GCF_016757555.1;protein_792,GCF_900478295.1;protein_752,GCF_021729605.1;protein_530,GCF_017821635.1;protein_994,GCF_016755675.1;protein_847
GCF_016757555.1;protein_793,GCF_900478295.1;protein_751,GCF_021729605.1;protein_529,GCF_017821635.1;protein_995,GCF_016755675.1;protein_848
GCF_016757555.1;protein_794,GCF_900478295.1;protein_750,GCF_021729605.1;protein_528,GCF_017821635.1;protein_997,GCF_016755675.1;protein_849
GCF_016757555.1;protein_795,GCF_900478295.1;protein_749,GCF_021729605.1;protein_527,GCF_017821635.1;protein_998,GCF_016755675.1;protein_850
GCF_016757555.1;protein_796,GCF_900478295.1;protein_748,GCF_021729605.1;protein_526,GCF_017821635.1;protein_999,GCF_016755675.1;protein_851
GCF_016757555.1;protein_797,GCF_900478295.1;protein_747,GCF_021729605.1;protein_525,GCF_017821635.1;protein_1000,GCF_016755675.1;protein_852
GCF_016757555.1;protein_798,GCF_900478295.1;protein_746,GCF_021729605.1;protein_524,GCF_017821635.1;protein_1001,GCF_016755675.1;protein_853
GCF_016757555.1;protein_799,GCF_900478295.1;protein_745,GCF_021729605.1;protein_523,GCF_017821635.1;protein_1002,GCF_016755675.1;protein_854
GCF_016757555.1;protein_8,GCF_900478295.1;protein_195,GCF_021729605.1;protein_8,GCF_017821635.1;protein_8,GCF_016755675.1;protein_7
GCF_016757555.1;protein_80,GCF_900478295.1;protein_271,GCF_021729605.1;protein_80,GCF_017821635.1;protein_84,GCF_016755675.1;protein_80
GCF_016757555.1;protein_801,GCF_900478295.1;protein_743,GCF_021729605.1;protein_522,GCF_017821635.1;protein_1004,GCF_016755675.1;protein_856
GCF_016757555.1;protein_802,GCF_900478295.1;protein_742,GCF_021729605.1;protein_521,GCF_017821635.1;protein_1005,GCF_016755675.1;protein_857
GCF_016757555.1;protein_803,GCF_900478295.1;protein_741,GCF_021729605.1;protein_520,GCF_017821635.1;protein_1006,GCF_016755675.1;protein_858
GCF_016757555.1;protein_804,GCF_900478295.1;protein_740,GCF_021729605.1;protein_519,GCF_017821635.1;protein_1007,GCF_016755675.1;protein_859
GCF_016757555.1;protein_805,GCF_900478295.1;protein_739,GCF_021729605.1;protein_518,GCF_017821635.1;protein_1008,GCF_016755675.1;protein_860
GCF_016757555.1;protein_806,GCF_900478295.1;protein_738,GCF_021729605.1;protein_517,GCF_017821635.1;protein_1009,GCF_016755675.1;protein_861
GCF_016757555.1;protein_807,GCF_900478295.1;protein_737,GCF_021729605.1;protein_516,GCF_017821635.1;protein_1010,GCF_016755675.1;protein_862
GCF_016757555.1;protein_81,GCF_900478295.1;protein_272,GCF_021729605.1;protein_81,GCF_017821635.1;protein_85,GCF_016755675.1;protein_81
GCF_016757555.1;protein_83,GCF_900478295.1;protein_274,GCF_021729605.1;protein_83,GCF_017821635.1;protein_87,GCF_016755675.1;protein_83
GCF_016757555.1;protein_840,GCF_900478295.1;protein_719,GCF_021729605.1;protein_515,GCF_017821635.1;protein_1046,GCF_016755675.1;protein_894
GCF_016757555.1;protein_841,GCF_900478295.1;protein_726,GCF_021729605.1;protein_514,GCF_017821635.1;protein_1047,GCF_016755675.1;protein_895
GCF_016757555.1;protein_842,GCF_900478295.1;protein_725,GCF_021729605.1;protein_513,GCF_017821635.1;protein_1048,GCF_016755675.1;protein_896
GCF_016757555.1;protein_843,GCF_900478295.1;protein_724,GCF_021729605.1;protein_512,GCF_017821635.1;protein_1049,GCF_016755675.1;protein_897
GCF_016757555.1;protein_844,GCF_900478295.1;protein_723,GCF_021729605.1;protein_511,GCF_017821635.1;protein_1050,GCF_016755675.1;protein_898
GCF_016757555.1;protein_845,GCF_900478295.1;protein_722,GCF_021729605.1;protein_510,GCF_017821635.1;protein_1051,GCF_016755675.1;protein_899
GCF_016757555.1;protein_847,GCF_900478295.1;protein_720,GCF_021729605.1;protein_858,GCF_017821635.1;protein_1053,GCF_016755675.1;protein_901
GCF_016757555.1;protein_849,GCF_900478295.1;protein_688,GCF_021729605.1;protein_856,GCF_017821635.1;protein_1055,GCF_016755675.1;protein_903
GCF_016757555.1;protein_850,GCF_900478295.1;protein_687,GCF_021729605.1;protein_855,GCF_017821635.1;protein_1056,GCF_016755675.1;protein_904
GCF_016757555.1;protein_852,GCF_900478295.1;protein_685,GCF_021729605.1;protein_853,GCF_017821635.1;protein_1058,GCF_016755675.1;protein_906
GCF_016757555.1;protein_853,GCF_900478295.1;protein_684,GCF_021729605.1;protein_852,GCF_017821635.1;protein_1059,GCF_016755675.1;protein_907
GCF_016757555.1;protein_856,GCF_900478295.1;protein_680,GCF_021729605.1;protein_849,GCF_017821635.1;protein_1062,GCF_016755675.1;protein_910
GCF_016757555.1;protein_857,GCF_900478295.1;protein_679,GCF_021729605.1;protein_848,GCF_017821635.1;protein_1063,GCF_016755675.1;protein_911
GCF_016757555.1;protein_858,GCF_900478295.1;protein_678,GCF_021729605.1;protein_847,GCF_017821635.1;protein_1064,GCF_016755675.1;protein_912
GCF_016757555.1;protein_859,GCF_900478295.1;protein_677,GCF_021729605.1;protein_846,GCF_017821635.1;protein_1065,GCF_016755675.1;protein_913
GCF_016757555.1;protein_86,GCF_900478295.1;protein_277,GCF_021729605.1;protein_85,GCF_017821635.1;protein_90,GCF_016755675.1;protein_86
GCF_016757555.1;protein_860,GCF_900478295.1;protein_676,GCF_021729605.1;protein_845,GCF_017821635.1;protein_1066,GCF_016755675.1;protein_914
GCF_016757555.1;protein_861,GCF_900478295.1;protein_675,GCF_021729605.1;protein_844,GCF_017821635.1;protein_1067,GCF_016755675.1;protein_915
GCF_016757555.1;protein_862,GCF_900478295.1;protein_674,GCF_021729605.1;protein_843,GCF_017821635.1;protein_1068,GCF_016755675.1;protein_916
GCF_016757555.1;protein_863,GCF_900478295.1;protein_673,GCF_021729605.1;protein_842,GCF_017821635.1;protein_1069,GCF_016755675.1;protein_917
GCF_016757555.1;protein_864,GCF_900478295.1;protein_672,GCF_021729605.1;protein_841,GCF_017821635.1;protein_1070,GCF_016755675.1;protein_918
GCF_016757555.1;protein_865,GCF_900478295.1;protein_671,GCF_021729605.1;protein_840,GCF_017821635.1;protein_1071,GCF_016755675.1;protein_919
GCF_016757555.1;protein_866,GCF_900478295.1;protein_670,GCF_021729605.1;protein_839,GCF_017821635.1;protein_1072,GCF_016755675.1;protein_920
GCF_016757555.1;protein_867,GCF_900478295.1;protein_669,GCF_021729605.1;protein_838,GCF_017821635.1;protein_1073,GCF_016755675.1;protein_921
GCF_016757555.1;protein_87,GCF_900478295.1;protein_278,GCF_021729605.1;protein_86,GCF_017821635.1;protein_91,GCF_016755675.1;protein_87
GCF_016757555.1;protein_870,GCF_900478295.1;protein_1060,GCF_021729605.1;protein_866,GCF_017821635.1;protein_658,GCF_016755675.1;protein_550
GCF_016757555.1;protein_871,GCF_900478295.1;protein_1061,GCF_021729605.1;protein_867,GCF_017821635.1;protein_657,GCF_016755675.1;protein_549
GCF_016757555.1;protein_872,GCF_900478295.1;protein_1062,GCF_021729605.1;protein_868,GCF_017821635.1;protein_656,GCF_016755675.1;protein_548
GCF_016757555.1;protein_873,GCF_900478295.1;protein_1063,GCF_021729605.1;protein_869,GCF_017821635.1;protein_655,GCF_016755675.1;protein_547
GCF_016757555.1;protein_876,GCF_900478295.1;protein_1065,GCF_021729605.1;protein_871,GCF_017821635.1;protein_652,GCF_016755675.1;protein_545
GCF_016757555.1;protein_877,GCF_900478295.1;protein_1066,GCF_021729605.1;protein_872,GCF_017821635.1;protein_651,GCF_016755675.1;protein_544
GCF_016757555.1;protein_878,GCF_900478295.1;protein_1067,GCF_021729605.1;protein_873,GCF_017821635.1;protein_650,GCF_016755675.1;protein_543
GCF_016757555.1;protein_879,GCF_900478295.1;protein_1068,GCF_021729605.1;protein_874,GCF_017821635.1;protein_649,GCF_016755675.1;protein_542
GCF_016757555.1;protein_88,GCF_900478295.1;protein_279,GCF_021729605.1;protein_87,GCF_017821635.1;protein_92,GCF_016755675.1;protein_88
GCF_016757555.1;protein_883,GCF_900478295.1;protein_1074,GCF_021729605.1;protein_878,GCF_017821635.1;protein_642,GCF_016755675.1;protein_538
GCF_016757555.1;protein_884,GCF_900478295.1;protein_1075,GCF_021729605.1;protein_879,GCF_017821635.1;protein_641,GCF_016755675.1;protein_537
GCF_016757555.1;protein_885,GCF_900478295.1;protein_1076,GCF_021729605.1;protein_880,GCF_017821635.1;protein_640,GCF_016755675.1;protein_536
GCF_016757555.1;protein_886,GCF_900478295.1;protein_1077,GCF_021729605.1;protein_881,GCF_017821635.1;protein_639,GCF_016755675.1;protein_535
GCF_016757555.1;protein_887,GCF_900478295.1;protein_1079,GCF_021729605.1;protein_882,GCF_017821635.1;protein_637,GCF_016755675.1;protein_534
GCF_016757555.1;protein_889,GCF_900478295.1;protein_1081,GCF_021729605.1;protein_884,GCF_017821635.1;protein_635,GCF_016755675.1;protein_532
GCF_016757555.1;protein_89,GCF_900478295.1;protein_280,GCF_021729605.1;protein_88,GCF_017821635.1;protein_93,GCF_016755675.1;protein_89
GCF_016757555.1;protein_890,GCF_900478295.1;protein_1082,GCF_021729605.1;protein_885,GCF_017821635.1;protein_634,GCF_016755675.1;protein_531
GCF_016757555.1;protein_891,GCF_900478295.1;protein_1083,GCF_021729605.1;protein_886,GCF_017821635.1;protein_633,GCF_016755675.1;protein_530
GCF_016757555.1;protein_892,GCF_900478295.1;protein_1084,GCF_021729605.1;protein_887,GCF_017821635.1;protein_632,GCF_016755675.1;protein_529
GCF_016757555.1;protein_894,GCF_900478295.1;protein_1086,GCF_021729605.1;protein_889,GCF_017821635.1;protein_630,GCF_016755675.1;protein_527
GCF_016757555.1;protein_895,GCF_900478295.1;protein_1087,GCF_021729605.1;protein_890,GCF_017821635.1;protein_629,GCF_016755675.1;protein_526
GCF_016757555.1;protein_896,GCF_900478295.1;protein_1088,GCF_021729605.1;protein_891,GCF_017821635.1;protein_628,GCF_016755675.1;protein_525
GCF_016757555.1;protein_897,GCF_900478295.1;protein_1089,GCF_021729605.1;protein_892,GCF_017821635.1;protein_627,GCF_016755675.1;protein_524
GCF_016757555.1;protein_898,GCF_900478295.1;protein_1090,GCF_021729605.1;protein_893,GCF_017821635.1;protein_626,GCF_016755675.1;protein_523
GCF_016757555.1;protein_899,GCF_900478295.1;protein_1092,GCF_021729605.1;protein_894,GCF_017821635.1;protein_625,GCF_016755675.1;protein_522
GCF_016757555.1;protein_9,GCF_900478295.1;protein_196,GCF_021729605.1;protein_9,GCF_017821635.1;protein_9,GCF_016755675.1;protein_8
GCF_016757555.1;protein_900,GCF_900478295.1;protein_1093,GCF_021729605.1;protein_895,GCF_017821635.1;protein_624,GCF_016755675.1;protein_521
GCF_016757555.1;protein_901,GCF_900478295.1;protein_1094,GCF_021729605.1;protein_896,GCF_017821635.1;protein_623,GCF_016755675.1;protein_520
GCF_016757555.1;protein_902,GCF_900478295.1;protein_1095,GCF_021729605.1;protein_897,GCF_017821635.1;protein_622,GCF_016755675.1;protein_519
GCF_016757555.1;protein_903,GCF_900478295.1;protein_1096,GCF_021729605.1;protein_898,GCF_017821635.1;protein_621,GCF_016755675.1;protein_518
GCF_016757555.1;protein_906,GCF_900478295.1;protein_1099,GCF_021729605.1;protein_901,GCF_017821635.1;protein_618,GCF_016755675.1;protein_515
GCF_016757555.1;protein_907,GCF_900478295.1;protein_1100,GCF_021729605.1;protein_902,GCF_017821635.1;protein_617,GCF_016755675.1;protein_514
GCF_016757555.1;protein_908,GCF_900478295.1;protein_1101,GCF_021729605.1;protein_903,GCF_017821635.1;protein_616,GCF_016755675.1;protein_513
GCF_016757555.1;protein_909,GCF_900478295.1;protein_1102,GCF_021729605.1;protein_904,GCF_017821635.1;protein_615,GCF_016755675.1;protein_512
GCF_016757555.1;protein_91,GCF_900478295.1;protein_282,GCF_021729605.1;protein_90,GCF_017821635.1;protein_95,GCF_016755675.1;protein_91
GCF_016757555.1;protein_910,GCF_900478295.1;protein_1103,GCF_021729605.1;protein_905,GCF_017821635.1;protein_614,GCF_016755675.1;protein_511
GCF_016757555.1;protein_911,GCF_900478295.1;protein_1104,GCF_021729605.1;protein_906,GCF_017821635.1;protein_613,GCF_016755675.1;protein_510
GCF_016757555.1;protein_912,GCF_900478295.1;protein_1105,GCF_021729605.1;protein_907,GCF_017821635.1;protein_612,GCF_016755675.1;protein_509
GCF_016757555.1;protein_913,GCF_900478295.1;protein_1106,GCF_021729605.1;protein_908,GCF_017821635.1;protein_611,GCF_016755675.1;protein_508
GCF_016757555.1;protein_914,GCF_900478295.1;protein_1107,GCF_021729605.1;protein_909,GCF_017821635.1;protein_610,GCF_016755675.1;protein_507
GCF_016757555.1;protein_915,GCF_900478295.1;protein_1108,GCF_021729605.1;protein_910,GCF_017821635.1;protein_609,GCF_016755675.1;protein_506
GCF_016757555.1;protein_916,GCF_900478295.1;protein_1109,GCF_021729605.1;protein_911,GCF_017821635.1;protein_608,GCF_016755675.1;protein_505
GCF_016757555.1;protein_918,GCF_900478295.1;protein_1111,GCF_021729605.1;protein_913,GCF_017821635.1;protein_606,GCF_016755675.1;protein_503
GCF_016757555.1;protein_92,GCF_900478295.1;protein_283,GCF_021729605.1;protein_91,GCF_017821635.1;protein_97,GCF_016755675.1;protein_92
GCF_016757555.1;protein_921,GCF_900478295.1;protein_1116,GCF_021729605.1;protein_915,GCF_017821635.1;protein_602,GCF_016755675.1;protein_500
GCF_016757555.1;protein_922,GCF_900478295.1;protein_1117,GCF_021729605.1;protein_916,GCF_017821635.1;protein_601,GCF_016755675.1;protein_499
GCF_016757555.1;protein_923,GCF_900478295.1;protein_1118,GCF_021729605.1;protein_917,GCF_017821635.1;protein_600,GCF_016755675.1;protein_498
GCF_016757555.1;protein_924,GCF_900478295.1;protein_1119,GCF_021729605.1;protein_918,GCF_017821635.1;protein_599,GCF_016755675.1;protein_497
GCF_016757555.1;protein_925,GCF_900478295.1;protein_1120,GCF_021729605.1;protein_919,GCF_017821635.1;protein_598,GCF_016755675.1;protein_496
GCF_016757555.1;protein_926,GCF_900478295.1;protein_1121,GCF_021729605.1;protein_920,GCF_017821635.1;protein_597,GCF_016755675.1;protein_495
GCF_016757555.1;protein_928,GCF_900478295.1;protein_1122,GCF_021729605.1;protein_922,GCF_017821635.1;protein_596,GCF_016755675.1;protein_493
GCF_016757555.1;protein_929,GCF_900478295.1;protein_1123,GCF_021729605.1;protein_923,GCF_017821635.1;protein_595,GCF_016755675.1;protein_492
GCF_016757555.1;protein_93,GCF_900478295.1;protein_284,GCF_021729605.1;protein_92,GCF_017821635.1;protein_98,GCF_016755675.1;protein_93
GCF_016757555.1;protein_930,GCF_900478295.1;protein_1124,GCF_021729605.1;protein_924,GCF_017821635.1;protein_594,GCF_016755675.1;protein_490
GCF_016757555.1;protein_931,GCF_900478295.1;protein_1125,GCF_021729605.1;protein_925,GCF_017821635.1;protein_593,GCF_016755675.1;protein_489
GCF_016757555.1;protein_932,GCF_900478295.1;protein_1126,GCF_021729605.1;protein_926,GCF_017821635.1;protein_592,GCF_016755675.1;protein_488
GCF_016757555.1;protein_933,GCF_900478295.1;protein_1127,GCF_021729605.1;protein_927,GCF_017821635.1;protein_591,GCF_016755675.1;protein_487
GCF_016757555.1;protein_934,GCF_900478295.1;protein_1128,GCF_021729605.1;protein_928,GCF_017821635.1;protein_590,GCF_016755675.1;protein_486
GCF_016757555.1;protein_935,GCF_900478295.1;protein_1129,GCF_021729605.1;protein_929,GCF_017821635.1;protein_589,GCF_016755675.1;protein_485
GCF_016757555.1;protein_937,GCF_900478295.1;protein_1131,GCF_021729605.1;protein_931,GCF_017821635.1;protein_587,GCF_016755675.1;protein_483
GCF_016757555.1;protein_938,GCF_900478295.1;protein_1132,GCF_021729605.1;protein_932,GCF_017821635.1;protein_586,GCF_016755675.1;protein_482
GCF_016757555.1;protein_939,GCF_900478295.1;protein_1133,GCF_021729605.1;protein_933,GCF_017821635.1;protein_585,GCF_016755675.1;protein_481
GCF_016757555.1;protein_94,GCF_900478295.1;protein_285,GCF_021729605.1;protein_93,GCF_017821635.1;protein_99,GCF_016755675.1;protein_94
GCF_016757555.1;protein_940,GCF_900478295.1;protein_1134,GCF_021729605.1;protein_934,GCF_017821635.1;protein_584,GCF_016755675.1;protein_480
GCF_016757555.1;protein_941,GCF_900478295.1;protein_1135,GCF_021729605.1;protein_935,GCF_017821635.1;protein_583,GCF_016755675.1;protein_479
GCF_016757555.1;protein_942,GCF_900478295.1;protein_1136,GCF_021729605.1;protein_936,GCF_017821635.1;protein_582,GCF_016755675.1;protein_478
GCF_016757555.1;protein_943,GCF_900478295.1;protein_1137,GCF_021729605.1;protein_937,GCF_017821635.1;protein_581,GCF_016755675.1;protein_477
GCF_016757555.1;protein_946,GCF_900478295.1;protein_1140,GCF_021729605.1;protein_940,GCF_017821635.1;protein_575,GCF_016755675.1;protein_474
GCF_016757555.1;protein_948,GCF_900478295.1;protein_1141,GCF_021729605.1;protein_942,GCF_017821635.1;protein_573,GCF_016755675.1;protein_472
GCF_016757555.1;protein_949,GCF_900478295.1;protein_1142,GCF_021729605.1;protein_943,GCF_017821635.1;protein_572,GCF_016755675.1;protein_471
GCF_016757555.1;protein_95,GCF_900478295.1;protein_286,GCF_021729605.1;protein_94,GCF_017821635.1;protein_100,GCF_016755675.1;protein_95
GCF_016757555.1;protein_950,GCF_900478295.1;protein_1143,GCF_021729605.1;protein_944,GCF_017821635.1;protein_571,GCF_016755675.1;protein_470
GCF_016757555.1;protein_951,GCF_900478295.1;protein_1144,GCF_021729605.1;protein_945,GCF_017821635.1;protein_570,GCF_016755675.1;protein_469
GCF_016757555.1;protein_952,GCF_900478295.1;protein_1145,GCF_021729605.1;protein_946,GCF_017821635.1;protein_569,GCF_016755675.1;protein_468
GCF_016757555.1;protein_953,GCF_900478295.1;protein_1146,GCF_021729605.1;protein_947,GCF_017821635.1;protein_568,GCF_016755675.1;protein_467
GCF_016757555.1;protein_954,GCF_900478295.1;protein_1147,GCF_021729605.1;protein_948,GCF_017821635.1;protein_567,GCF_016755675.1;protein_466
GCF_016757555.1;protein_955,GCF_900478295.1;protein_1148,GCF_021729605.1;protein_949,GCF_017821635.1;protein_566,GCF_016755675.1;protein_465
GCF_016757555.1;protein_956,GCF_900478295.1;protein_1149,GCF_021729605.1;protein_950,GCF_017821635.1;protein_565,GCF_016755675.1;protein_464
GCF_016757555.1;protein_957,GCF_900478295.1;protein_1150,GCF_021729605.1;protein_951,GCF_017821635.1;protein_564,GCF_016755675.1;protein_463
GCF_016757555.1;protein_958,GCF_900478295.1;protein_1151,GCF_021729605.1;protein_952,GCF_017821635.1;protein_563,GCF_016755675.1;protein_462
GCF_016757555.1;protein_959,GCF_900478295.1;protein_1152,GCF_021729605.1;protein_953,GCF_017821635.1;protein_562,GCF_016755675.1;protein_461
GCF_016757555.1;protein_96,GCF_900478295.1;protein_287,GCF_021729605.1;protein_95,GCF_017821635.1;protein_101,GCF_016755675.1;protein_96
GCF_016757555.1;protein_961,GCF_900478295.1;protein_1156,GCF_021729605.1;protein_955,GCF_017821635.1;protein_559,GCF_016755675.1;protein_459
GCF_016757555.1;protein_97,GCF_900478295.1;protein_288,GCF_021729605.1;protein_96,GCF_017821635.1;protein_102,GCF_016755675.1;protein_97
GCF_016757555.1;protein_978,GCF_900478295.1;protein_1164,GCF_021729605.1;protein_976,GCF_017821635.1;protein_1473,GCF_016755675.1;protein_986
GCF_016757555.1;protein_98,GCF_900478295.1;protein_289,GCF_021729605.1;protein_97,GCF_017821635.1;protein_103,GCF_016755675.1;protein_98
GCF_016757555.1;protein_981,GCF_900478295.1;protein_1169,GCF_021729605.1;protein_979,GCF_017821635.1;protein_535,GCF_016755675.1;protein_989
GCF_016757555.1;protein_982,GCF_900478295.1;protein_1170,GCF_021729605.1;protein_980,GCF_017821635.1;protein_534,GCF_016755675.1;protein_990
GCF_016757555.1;protein_983,GCF_900478295.1;protein_1171,GCF_021729605.1;protein_981,GCF_017821635.1;protein_533,GCF_016755675.1;protein_991
GCF_016757555.1;protein_984,GCF_900478295.1;protein_1172,GCF_021729605.1;protein_982,GCF_017821635.1;protein_532,GCF_016755675.1;protein_992
GCF_016757555.1;protein_985,GCF_900478295.1;protein_1173,GCF_021729605.1;protein_983,GCF_017821635.1;protein_531,GCF_016755675.1;protein_993
GCF_016757555.1;protein_986,GCF_900478295.1;protein_1174,GCF_021729605.1;protein_984,GCF_017821635.1;protein_530,GCF_016755675.1;protein_994
GCF_016757555.1;protein_987,GCF_900478295.1;protein_1175,GCF_021729605.1;protein_985,GCF_017821635.1;protein_529,GCF_016755675.1;protein_995
GCF_016757555.1;protein_988,GCF_900478295.1;protein_1176,GCF_021729605.1;protein_986,GCF_017821635.1;protein_528,GCF_016755675.1;protein_996
GCF_016757555.1;protein_989,GCF_900478295.1;protein_1177,GCF_021729605.1;protein_987,GCF_017821635.1;protein_527,GCF_016755675.1;protein_997
GCF_016757555.1;protein_99,GCF_900478295.1;protein_290,GCF_021729605.1;protein_98,GCF_017821635.1;protein_104,GCF_016755675.1;protein_99
GCF_016757555.1;protein_990,GCF_900478295.1;protein_1178,GCF_021729605.1;protein_988,GCF_017821635.1;protein_526,GCF_016755675.1;protein_998
GCF_016757555.1;protein_991,GCF_900478295.1;protein_1179,GCF_021729605.1;protein_989,GCF_017821635.1;protein_525,GCF_016755675.1;protein_999
GCF_016757555.1;protein_992,GCF_900478295.1;protein_1180,GCF_021729605.1;protein_990,GCF_017821635.1;protein_524,GCF_016755675.1;protein_1000
GCF_016757555.1;protein_993,GCF_900478295.1;protein_1181,GCF_021729605.1;protein_991,GCF_017821635.1;protein_523,GCF_016755675.1;protein_1001
GCF_016757555.1;protein_994,GCF_900478295.1;protein_1182,GCF_021729605.1;protein_992,GCF_017821635.1;protein_522,GCF_016755675.1;protein_1002
GCF_016757555.1;protein_995,GCF_900478295.1;protein_1183,GCF_021729605.1;protein_993,GCF_017821635.1;protein_521,GCF_016755675.1;protein_1003
GCF_016757555.1;protein_996,GCF_900478295.1;protein_1184,GCF_021729605.1;protein_994,GCF_017821635.1;protein_520,GCF_016755675.1;protein_1004
GCF_016757555.1;protein_997,GCF_900478295.1;protein_1185,GCF_021729605.1;protein_995,GCF_017821635.1;protein_519,GCF_016755675.1;protein_1005
GCF_016757555.1;protein_998,GCF_900478295.1;protein_1186,GCF_021729605.1;protein_996,GCF_017821635.1;protein_518,GCF_016755675.1;protein_1006
GCF_016757555.1;protein_999,GCF_900478295.1;protein_1187,GCF_021729605.1;protein_997,GCF_017821635.1;protein_517,GCF_016755675.1;protein_1007
