GCF_002953555.1,GCF_010917155.1,GCF_003050665.1,GCF_019974055.1,GCF_022923035.1,GCF_022925215.1,GCF_016748795.1,GCF_017821355.1,GCF_017821275.1,GCF_003636855.2,GCF_030323385.1,GCF_002952575.1,GCF_017821635.1,GCF_006337405.1,GCF_002952635.1,GCF_001653415.1,GCF_022923775.1,GCF_017821475.1,GCF_002906535.1,GCF_051131785.1,GCF_020735805.1,GCF_013122035.1,GCF_002906555.1,GCF_030323485.1,GCF_030062605.1,GCF_022921575.1,GCF_022925945.1,GCF_017821595.1,GCF_002951975.1,GCF_006337745.1
GCF_002953555.1;protein_220,GCF_010917155.1;protein_1027,GCF_003050665.1;protein_692,GCF_019974055.1;protein_405,GCF_022923035.1;protein_1165,GCF_022925215.1;protein_1157,GCF_016748795.1;protein_217,GCF_017821355.1;protein_219,GCF_017821275.1;protein_216,GCF_003636855.2;protein_23,GCF_030323385.1;protein_372,GCF_002952575.1;protein_1221,GCF_017821635.1;protein_223,GCF_006337405.1;protein_1213,GCF_002952635.1;protein_1226,GCF_001653415.1;protein_274,GCF_022923775.1;protein_1226,GCF_017821475.1;protein_217,GCF_002906535.1;protein_220,GCF_051131785.1;protein_1227,GCF_020735805.1;protein_787,GCF_013122035.1;protein_395,GCF_002906555.1;protein_220,GCF_030323485.1;protein_1183,GCF_030062605.1;protein_686,GCF_022921575.1;protein_1187,GCF_022925945.1;protein_1200,GCF_017821595.1;protein_218,GCF_002951975.1;protein_1221,GCF_006337745.1;protein_1272
GCF_002953555.1;protein_221,GCF_010917155.1;protein_1026,GCF_003050665.1;protein_691,GCF_019974055.1;protein_406,GCF_022923035.1;protein_1164,GCF_022925215.1;protein_1156,GCF_016748795.1;protein_218,GCF_017821355.1;protein_220,GCF_017821275.1;protein_217,GCF_003636855.2;protein_22,GCF_030323385.1;protein_373,GCF_002952575.1;protein_1220,GCF_017821635.1;protein_224,GCF_006337405.1;protein_1212,GCF_002952635.1;protein_1225,GCF_001653415.1;protein_275,GCF_022923775.1;protein_1225,GCF_017821475.1;protein_218,GCF_002906535.1;protein_221,GCF_051131785.1;protein_1226,GCF_020735805.1;protein_788,GCF_013122035.1;protein_396,GCF_002906555.1;protein_221,GCF_030323485.1;protein_1182,GCF_030062605.1;protein_685,GCF_022921575.1;protein_1186,GCF_022925945.1;protein_1199,GCF_017821595.1;protein_219,GCF_002951975.1;protein_1220,GCF_006337745.1;protein_1271
GCF_002953555.1;protein_222,GCF_010917155.1;protein_1025,GCF_003050665.1;protein_690,GCF_019974055.1;protein_407,GCF_022923035.1;protein_1163,GCF_022925215.1;protein_1155,GCF_016748795.1;protein_219,GCF_017821355.1;protein_221,GCF_017821275.1;protein_218,GCF_003636855.2;protein_21,GCF_030323385.1;protein_374,GCF_002952575.1;protein_1219,GCF_017821635.1;protein_225,GCF_006337405.1;protein_1211,GCF_002952635.1;protein_1224,GCF_001653415.1;protein_276,GCF_022923775.1;protein_1224,GCF_017821475.1;protein_219,GCF_002906535.1;protein_222,GCF_051131785.1;protein_1225,GCF_020735805.1;protein_789,GCF_013122035.1;protein_397,GCF_002906555.1;protein_222,GCF_030323485.1;protein_1181,GCF_030062605.1;protein_684,GCF_022921575.1;protein_1185,GCF_022925945.1;protein_1198,GCF_017821595.1;protein_220,GCF_002951975.1;protein_1219,GCF_006337745.1;protein_1270
GCF_002953555.1;protein_223,GCF_010917155.1;protein_1024,GCF_003050665.1;protein_689,GCF_019974055.1;protein_408,GCF_022923035.1;protein_1162,GCF_022925215.1;protein_1154,GCF_016748795.1;protein_220,GCF_017821355.1;protein_222,GCF_017821275.1;protein_219,GCF_003636855.2;protein_20,GCF_030323385.1;protein_375,GCF_002952575.1;protein_1218,GCF_017821635.1;protein_226,GCF_006337405.1;protein_1210,GCF_002952635.1;protein_1223,GCF_001653415.1;protein_277,GCF_022923775.1;protein_1223,GCF_017821475.1;protein_220,GCF_002906535.1;protein_223,GCF_051131785.1;protein_1224,GCF_020735805.1;protein_790,GCF_013122035.1;protein_398,GCF_002906555.1;protein_223,GCF_030323485.1;protein_1180,GCF_030062605.1;protein_683,GCF_022921575.1;protein_1184,GCF_022925945.1;protein_1197,GCF_017821595.1;protein_221,GCF_002951975.1;protein_1218,GCF_006337745.1;protein_1269
GCF_002953555.1;protein_224,GCF_010917155.1;protein_1023,GCF_003050665.1;protein_688,GCF_019974055.1;protein_409,GCF_022923035.1;protein_1161,GCF_022925215.1;protein_1153,GCF_016748795.1;protein_221,GCF_017821355.1;protein_223,GCF_017821275.1;protein_220,GCF_003636855.2;protein_19,GCF_030323385.1;protein_376,GCF_002952575.1;protein_1217,GCF_017821635.1;protein_227,GCF_006337405.1;protein_1209,GCF_002952635.1;protein_1222,GCF_001653415.1;protein_278,GCF_022923775.1;protein_1222,GCF_017821475.1;protein_221,GCF_002906535.1;protein_224,GCF_051131785.1;protein_1223,GCF_020735805.1;protein_791,GCF_013122035.1;protein_399,GCF_002906555.1;protein_224,GCF_030323485.1;protein_1179,GCF_030062605.1;protein_682,GCF_022921575.1;protein_1183,GCF_022925945.1;protein_1196,GCF_017821595.1;protein_222,GCF_002951975.1;protein_1217,GCF_006337745.1;protein_1268
GCF_002953555.1;protein_225,GCF_010917155.1;protein_1022,GCF_003050665.1;protein_687,GCF_019974055.1;protein_410,GCF_022923035.1;protein_1160,GCF_022925215.1;protein_1152,GCF_016748795.1;protein_222,GCF_017821355.1;protein_224,GCF_017821275.1;protein_221,GCF_003636855.2;protein_18,GCF_030323385.1;protein_377,GCF_002952575.1;protein_1216,GCF_017821635.1;protein_228,GCF_006337405.1;protein_1208,GCF_002952635.1;protein_1221,GCF_001653415.1;protein_279,GCF_022923775.1;protein_1221,GCF_017821475.1;protein_222,GCF_002906535.1;protein_225,GCF_051131785.1;protein_1222,GCF_020735805.1;protein_792,GCF_013122035.1;protein_400,GCF_002906555.1;protein_225,GCF_030323485.1;protein_1178,GCF_030062605.1;protein_681,GCF_022921575.1;protein_1182,GCF_022925945.1;protein_1195,GCF_017821595.1;protein_223,GCF_002951975.1;protein_1216,GCF_006337745.1;protein_1267
GCF_002953555.1;protein_226,GCF_010917155.1;protein_1021,GCF_003050665.1;protein_686,GCF_019974055.1;protein_411,GCF_022923035.1;protein_1159,GCF_022925215.1;protein_1151,GCF_016748795.1;protein_223,GCF_017821355.1;protein_225,GCF_017821275.1;protein_222,GCF_003636855.2;protein_17,GCF_030323385.1;protein_378,GCF_002952575.1;protein_1215,GCF_017821635.1;protein_229,GCF_006337405.1;protein_1207,GCF_002952635.1;protein_1220,GCF_001653415.1;protein_280,GCF_022923775.1;protein_1220,GCF_017821475.1;protein_223,GCF_002906535.1;protein_226,GCF_051131785.1;protein_1221,GCF_020735805.1;protein_793,GCF_013122035.1;protein_401,GCF_002906555.1;protein_226,GCF_030323485.1;protein_1177,GCF_030062605.1;protein_680,GCF_022921575.1;protein_1181,GCF_022925945.1;protein_1194,GCF_017821595.1;protein_224,GCF_002951975.1;protein_1215,GCF_006337745.1;protein_1266
GCF_002953555.1;protein_227,GCF_010917155.1;protein_1020,GCF_003050665.1;protein_685,GCF_019974055.1;protein_412,GCF_022923035.1;protein_1158,GCF_022925215.1;protein_1150,GCF_016748795.1;protein_224,GCF_017821355.1;protein_226,GCF_017821275.1;protein_223,GCF_003636855.2;protein_16,GCF_030323385.1;protein_379,GCF_002952575.1;protein_1214,GCF_017821635.1;protein_230,GCF_006337405.1;protein_1206,GCF_002952635.1;protein_1219,GCF_001653415.1;protein_281,GCF_022923775.1;protein_1219,GCF_017821475.1;protein_224,GCF_002906535.1;protein_227,GCF_051131785.1;protein_1220,GCF_020735805.1;protein_794,GCF_013122035.1;protein_402,GCF_002906555.1;protein_227,GCF_030323485.1;protein_1176,GCF_030062605.1;protein_679,GCF_022921575.1;protein_1180,GCF_022925945.1;protein_1193,GCF_017821595.1;protein_225,GCF_002951975.1;protein_1214,GCF_006337745.1;protein_1265
GCF_002953555.1;protein_228,GCF_010917155.1;protein_1019,GCF_003050665.1;protein_684,GCF_019974055.1;protein_413,GCF_022923035.1;protein_1157,GCF_022925215.1;protein_1149,GCF_016748795.1;protein_225,GCF_017821355.1;protein_227,GCF_017821275.1;protein_224,GCF_003636855.2;protein_15,GCF_030323385.1;protein_380,GCF_002952575.1;protein_1213,GCF_017821635.1;protein_231,GCF_006337405.1;protein_1205,GCF_002952635.1;protein_1218,GCF_001653415.1;protein_282,GCF_022923775.1;protein_1218,GCF_017821475.1;protein_225,GCF_002906535.1;protein_228,GCF_051131785.1;protein_1219,GCF_020735805.1;protein_795,GCF_013122035.1;protein_403,GCF_002906555.1;protein_228,GCF_030323485.1;protein_1175,GCF_030062605.1;protein_678,GCF_022921575.1;protein_1179,GCF_022925945.1;protein_1192,GCF_017821595.1;protein_226,GCF_002951975.1;protein_1213,GCF_006337745.1;protein_1264
GCF_002953555.1;protein_229,GCF_010917155.1;protein_1018,GCF_003050665.1;protein_683,GCF_019974055.1;protein_414,GCF_022923035.1;protein_1156,GCF_022925215.1;protein_1148,GCF_016748795.1;protein_226,GCF_017821355.1;protein_228,GCF_017821275.1;protein_225,GCF_003636855.2;protein_14,GCF_030323385.1;protein_381,GCF_002952575.1;protein_1212,GCF_017821635.1;protein_232,GCF_006337405.1;protein_1204,GCF_002952635.1;protein_1217,GCF_001653415.1;protein_283,GCF_022923775.1;protein_1217,GCF_017821475.1;protein_226,GCF_002906535.1;protein_229,GCF_051131785.1;protein_1218,GCF_020735805.1;protein_796,GCF_013122035.1;protein_404,GCF_002906555.1;protein_229,GCF_030323485.1;protein_1174,GCF_030062605.1;protein_677,GCF_022921575.1;protein_1178,GCF_022925945.1;protein_1191,GCF_017821595.1;protein_227,GCF_002951975.1;protein_1212,GCF_006337745.1;protein_1263
GCF_002953555.1;protein_23,GCF_010917155.1;protein_197,GCF_003050665.1;protein_998,GCF_019974055.1;protein_158,GCF_022923035.1;protein_141,GCF_022925215.1;protein_131,GCF_016748795.1;protein_22,GCF_017821355.1;protein_22,GCF_017821275.1;protein_22,GCF_003636855.2;protein_219,GCF_030323385.1;protein_171,GCF_002952575.1;protein_1458,GCF_017821635.1;protein_22,GCF_006337405.1;protein_1496,GCF_002952635.1;protein_1463,GCF_001653415.1;protein_77,GCF_022923775.1;protein_135,GCF_017821475.1;protein_22,GCF_002906535.1;protein_22,GCF_051131785.1;protein_128,GCF_020735805.1;protein_593,GCF_013122035.1;protein_207,GCF_002906555.1;protein_22,GCF_030323485.1;protein_1382,GCF_030062605.1;protein_192,GCF_022921575.1;protein_131,GCF_022925945.1;protein_161,GCF_017821595.1;protein_22,GCF_002951975.1;protein_1459,GCF_006337745.1;protein_1469
GCF_002953555.1;protein_230,GCF_010917155.1;protein_1017,GCF_003050665.1;protein_682,GCF_019974055.1;protein_415,GCF_022923035.1;protein_1155,GCF_022925215.1;protein_1147,GCF_016748795.1;protein_227,GCF_017821355.1;protein_229,GCF_017821275.1;protein_226,GCF_003636855.2;protein_13,GCF_030323385.1;protein_382,GCF_002952575.1;protein_1211,GCF_017821635.1;protein_233,GCF_006337405.1;protein_1203,GCF_002952635.1;protein_1216,GCF_001653415.1;protein_284,GCF_022923775.1;protein_1216,GCF_017821475.1;protein_227,GCF_002906535.1;protein_230,GCF_051131785.1;protein_1217,GCF_020735805.1;protein_797,GCF_013122035.1;protein_405,GCF_002906555.1;protein_230,GCF_030323485.1;protein_1173,GCF_030062605.1;protein_676,GCF_022921575.1;protein_1177,GCF_022925945.1;protein_1190,GCF_017821595.1;protein_228,GCF_002951975.1;protein_1211,GCF_006337745.1;protein_1262
GCF_002953555.1;protein_231,GCF_010917155.1;protein_1016,GCF_003050665.1;protein_681,GCF_019974055.1;protein_416,GCF_022923035.1;protein_1154,GCF_022925215.1;protein_1146,GCF_016748795.1;protein_228,GCF_017821355.1;protein_230,GCF_017821275.1;protein_227,GCF_003636855.2;protein_12,GCF_030323385.1;protein_383,GCF_002952575.1;protein_1210,GCF_017821635.1;protein_234,GCF_006337405.1;protein_1202,GCF_002952635.1;protein_1215,GCF_001653415.1;protein_285,GCF_022923775.1;protein_1215,GCF_017821475.1;protein_228,GCF_002906535.1;protein_231,GCF_051131785.1;protein_1216,GCF_020735805.1;protein_798,GCF_013122035.1;protein_406,GCF_002906555.1;protein_231,GCF_030323485.1;protein_1172,GCF_030062605.1;protein_675,GCF_022921575.1;protein_1176,GCF_022925945.1;protein_1189,GCF_017821595.1;protein_229,GCF_002951975.1;protein_1210,GCF_006337745.1;protein_1261
GCF_002953555.1;protein_232,GCF_010917155.1;protein_1015,GCF_003050665.1;protein_680,GCF_019974055.1;protein_417,GCF_022923035.1;protein_1153,GCF_022925215.1;protein_1145,GCF_016748795.1;protein_229,GCF_017821355.1;protein_231,GCF_017821275.1;protein_228,GCF_003636855.2;protein_11,GCF_030323385.1;protein_384,GCF_002952575.1;protein_1209,GCF_017821635.1;protein_235,GCF_006337405.1;protein_1201,GCF_002952635.1;protein_1214,GCF_001653415.1;protein_286,GCF_022923775.1;protein_1214,GCF_017821475.1;protein_229,GCF_002906535.1;protein_232,GCF_051131785.1;protein_1215,GCF_020735805.1;protein_799,GCF_013122035.1;protein_407,GCF_002906555.1;protein_232,GCF_030323485.1;protein_1171,GCF_030062605.1;protein_674,GCF_022921575.1;protein_1175,GCF_022925945.1;protein_1188,GCF_017821595.1;protein_230,GCF_002951975.1;protein_1209,GCF_006337745.1;protein_1260
GCF_002953555.1;protein_233,GCF_010917155.1;protein_1014,GCF_003050665.1;protein_679,GCF_019974055.1;protein_418,GCF_022923035.1;protein_1152,GCF_022925215.1;protein_1144,GCF_016748795.1;protein_230,GCF_017821355.1;protein_232,GCF_017821275.1;protein_229,GCF_003636855.2;protein_10,GCF_030323385.1;protein_385,GCF_002952575.1;protein_1208,GCF_017821635.1;protein_236,GCF_006337405.1;protein_1200,GCF_002952635.1;protein_1213,GCF_001653415.1;protein_287,GCF_022923775.1;protein_1213,GCF_017821475.1;protein_230,GCF_002906535.1;protein_233,GCF_051131785.1;protein_1214,GCF_020735805.1;protein_800,GCF_013122035.1;protein_408,GCF_002906555.1;protein_233,GCF_030323485.1;protein_1170,GCF_030062605.1;protein_673,GCF_022921575.1;protein_1174,GCF_022925945.1;protein_1187,GCF_017821595.1;protein_231,GCF_002951975.1;protein_1208,GCF_006337745.1;protein_1259
GCF_002953555.1;protein_234,GCF_010917155.1;protein_1013,GCF_003050665.1;protein_678,GCF_019974055.1;protein_419,GCF_022923035.1;protein_1151,GCF_022925215.1;protein_1143,GCF_016748795.1;protein_231,GCF_017821355.1;protein_233,GCF_017821275.1;protein_230,GCF_003636855.2;protein_9,GCF_030323385.1;protein_386,GCF_002952575.1;protein_1207,GCF_017821635.1;protein_237,GCF_006337405.1;protein_1199,GCF_002952635.1;protein_1212,GCF_001653415.1;protein_288,GCF_022923775.1;protein_1212,GCF_017821475.1;protein_231,GCF_002906535.1;protein_234,GCF_051131785.1;protein_1213,GCF_020735805.1;protein_801,GCF_013122035.1;protein_409,GCF_002906555.1;protein_234,GCF_030323485.1;protein_1169,GCF_030062605.1;protein_672,GCF_022921575.1;protein_1173,GCF_022925945.1;protein_1186,GCF_017821595.1;protein_232,GCF_002951975.1;protein_1207,GCF_006337745.1;protein_1258
GCF_002953555.1;protein_235,GCF_010917155.1;protein_1012,GCF_003050665.1;protein_677,GCF_019974055.1;protein_420,GCF_022923035.1;protein_1150,GCF_022925215.1;protein_1142,GCF_016748795.1;protein_232,GCF_017821355.1;protein_234,GCF_017821275.1;protein_231,GCF_003636855.2;protein_8,GCF_030323385.1;protein_387,GCF_002952575.1;protein_1206,GCF_017821635.1;protein_238,GCF_006337405.1;protein_1198,GCF_002952635.1;protein_1211,GCF_001653415.1;protein_289,GCF_022923775.1;protein_1211,GCF_017821475.1;protein_232,GCF_002906535.1;protein_235,GCF_051131785.1;protein_1212,GCF_020735805.1;protein_802,GCF_013122035.1;protein_410,GCF_002906555.1;protein_235,GCF_030323485.1;protein_1168,GCF_030062605.1;protein_671,GCF_022921575.1;protein_1172,GCF_022925945.1;protein_1185,GCF_017821595.1;protein_233,GCF_002951975.1;protein_1206,GCF_006337745.1;protein_1257
GCF_002953555.1;protein_236,GCF_010917155.1;protein_1011,GCF_003050665.1;protein_676,GCF_019974055.1;protein_421,GCF_022923035.1;protein_1149,GCF_022925215.1;protein_1141,GCF_016748795.1;protein_233,GCF_017821355.1;protein_235,GCF_017821275.1;protein_232,GCF_003636855.2;protein_7,GCF_030323385.1;protein_388,GCF_002952575.1;protein_1205,GCF_017821635.1;protein_239,GCF_006337405.1;protein_1197,GCF_002952635.1;protein_1210,GCF_001653415.1;protein_290,GCF_022923775.1;protein_1210,GCF_017821475.1;protein_233,GCF_002906535.1;protein_236,GCF_051131785.1;protein_1211,GCF_020735805.1;protein_803,GCF_013122035.1;protein_411,GCF_002906555.1;protein_236,GCF_030323485.1;protein_1167,GCF_030062605.1;protein_670,GCF_022921575.1;protein_1171,GCF_022925945.1;protein_1184,GCF_017821595.1;protein_234,GCF_002951975.1;protein_1205,GCF_006337745.1;protein_1256
GCF_002953555.1;protein_237,GCF_010917155.1;protein_1010,GCF_003050665.1;protein_675,GCF_019974055.1;protein_422,GCF_022923035.1;protein_1148,GCF_022925215.1;protein_1140,GCF_016748795.1;protein_234,GCF_017821355.1;protein_236,GCF_017821275.1;protein_233,GCF_003636855.2;protein_6,GCF_030323385.1;protein_389,GCF_002952575.1;protein_1204,GCF_017821635.1;protein_240,GCF_006337405.1;protein_1196,GCF_002952635.1;protein_1209,GCF_001653415.1;protein_291,GCF_022923775.1;protein_1209,GCF_017821475.1;protein_234,GCF_002906535.1;protein_237,GCF_051131785.1;protein_1210,GCF_020735805.1;protein_804,GCF_013122035.1;protein_412,GCF_002906555.1;protein_237,GCF_030323485.1;protein_1166,GCF_030062605.1;protein_669,GCF_022921575.1;protein_1170,GCF_022925945.1;protein_1183,GCF_017821595.1;protein_235,GCF_002951975.1;protein_1204,GCF_006337745.1;protein_1255
GCF_002953555.1;protein_238,GCF_010917155.1;protein_1009,GCF_003050665.1;protein_674,GCF_019974055.1;protein_423,GCF_022923035.1;protein_1147,GCF_022925215.1;protein_1139,GCF_016748795.1;protein_235,GCF_017821355.1;protein_237,GCF_017821275.1;protein_234,GCF_003636855.2;protein_5,GCF_030323385.1;protein_390,GCF_002952575.1;protein_1203,GCF_017821635.1;protein_241,GCF_006337405.1;protein_1195,GCF_002952635.1;protein_1208,GCF_001653415.1;protein_292,GCF_022923775.1;protein_1208,GCF_017821475.1;protein_235,GCF_002906535.1;protein_238,GCF_051131785.1;protein_1209,GCF_020735805.1;protein_805,GCF_013122035.1;protein_413,GCF_002906555.1;protein_238,GCF_030323485.1;protein_1165,GCF_030062605.1;protein_668,GCF_022921575.1;protein_1169,GCF_022925945.1;protein_1182,GCF_017821595.1;protein_236,GCF_002951975.1;protein_1203,GCF_006337745.1;protein_1254
GCF_002953555.1;protein_239,GCF_010917155.1;protein_1008,GCF_003050665.1;protein_673,GCF_019974055.1;protein_424,GCF_022923035.1;protein_1146,GCF_022925215.1;protein_1138,GCF_016748795.1;protein_236,GCF_017821355.1;protein_238,GCF_017821275.1;protein_235,GCF_003636855.2;protein_4,GCF_030323385.1;protein_391,GCF_002952575.1;protein_1202,GCF_017821635.1;protein_242,GCF_006337405.1;protein_1194,GCF_002952635.1;protein_1207,GCF_001653415.1;protein_293,GCF_022923775.1;protein_1207,GCF_017821475.1;protein_236,GCF_002906535.1;protein_239,GCF_051131785.1;protein_1208,GCF_020735805.1;protein_806,GCF_013122035.1;protein_414,GCF_002906555.1;protein_239,GCF_030323485.1;protein_1164,GCF_030062605.1;protein_667,GCF_022921575.1;protein_1168,GCF_022925945.1;protein_1181,GCF_017821595.1;protein_237,GCF_002951975.1;protein_1202,GCF_006337745.1;protein_1253
GCF_002953555.1;protein_24,GCF_010917155.1;protein_196,GCF_003050665.1;protein_999,GCF_019974055.1;protein_157,GCF_022923035.1;protein_142,GCF_022925215.1;protein_132,GCF_016748795.1;protein_23,GCF_017821355.1;protein_23,GCF_017821275.1;protein_23,GCF_003636855.2;protein_218,GCF_030323385.1;protein_172,GCF_002952575.1;protein_1457,GCF_017821635.1;protein_23,GCF_006337405.1;protein_1495,GCF_002952635.1;protein_1462,GCF_001653415.1;protein_78,GCF_022923775.1;protein_136,GCF_017821475.1;protein_23,GCF_002906535.1;protein_23,GCF_051131785.1;protein_129,GCF_020735805.1;protein_594,GCF_013122035.1;protein_208,GCF_002906555.1;protein_23,GCF_030323485.1;protein_1381,GCF_030062605.1;protein_193,GCF_022921575.1;protein_132,GCF_022925945.1;protein_162,GCF_017821595.1;protein_23,GCF_002951975.1;protein_1458,GCF_006337745.1;protein_1468
GCF_002953555.1;protein_240,GCF_010917155.1;protein_1007,GCF_003050665.1;protein_672,GCF_019974055.1;protein_425,GCF_022923035.1;protein_1145,GCF_022925215.1;protein_1137,GCF_016748795.1;protein_237,GCF_017821355.1;protein_239,GCF_017821275.1;protein_236,GCF_003636855.2;protein_3,GCF_030323385.1;protein_392,GCF_002952575.1;protein_1201,GCF_017821635.1;protein_243,GCF_006337405.1;protein_1193,GCF_002952635.1;protein_1206,GCF_001653415.1;protein_294,GCF_022923775.1;protein_1206,GCF_017821475.1;protein_237,GCF_002906535.1;protein_240,GCF_051131785.1;protein_1207,GCF_020735805.1;protein_807,GCF_013122035.1;protein_415,GCF_002906555.1;protein_240,GCF_030323485.1;protein_1163,GCF_030062605.1;protein_666,GCF_022921575.1;protein_1167,GCF_022925945.1;protein_1180,GCF_017821595.1;protein_238,GCF_002951975.1;protein_1201,GCF_006337745.1;protein_1252
GCF_002953555.1;protein_241,GCF_010917155.1;protein_1006,GCF_003050665.1;protein_671,GCF_019974055.1;protein_426,GCF_022923035.1;protein_1144,GCF_022925215.1;protein_1136,GCF_016748795.1;protein_238,GCF_017821355.1;protein_240,GCF_017821275.1;protein_237,GCF_003636855.2;protein_2,GCF_030323385.1;protein_393,GCF_002952575.1;protein_1200,GCF_017821635.1;protein_244,GCF_006337405.1;protein_1192,GCF_002952635.1;protein_1205,GCF_001653415.1;protein_295,GCF_022923775.1;protein_1205,GCF_017821475.1;protein_238,GCF_002906535.1;protein_241,GCF_051131785.1;protein_1206,GCF_020735805.1;protein_808,GCF_013122035.1;protein_416,GCF_002906555.1;protein_241,GCF_030323485.1;protein_1162,GCF_030062605.1;protein_665,GCF_022921575.1;protein_1166,GCF_022925945.1;protein_1179,GCF_017821595.1;protein_239,GCF_002951975.1;protein_1200,GCF_006337745.1;protein_1251
