GCF_000685705.1,GCF_020735805.1,GCF_021184145.1,GCF_017821655.1,GCF_016757555.1,GCF_006337485.1,GCF_006337745.1,GCF_030323385.1,GCF_002952455.1,GCF_002952675.1
GCF_000685705.1;protein_306,GCF_020735805.1;protein_260,GCF_021184145.1;protein_642,GCF_017821655.1;protein_1224,GCF_016757555.1;protein_1221,GCF_006337485.1;protein_230,GCF_006337745.1;protein_254,GCF_030323385.1;protein_1406,GCF_002952455.1;protein_187,GCF_002952675.1;protein_188
GCF_000685705.1;protein_308,GCF_020735805.1;protein_257,GCF_021184145.1;protein_640,GCF_017821655.1;protein_1219,GCF_016757555.1;protein_1219,GCF_006337485.1;protein_232,GCF_006337745.1;protein_256,GCF_030323385.1;protein_1389,GCF_002952455.1;protein_189,GCF_002952675.1;protein_190
GCF_000685705.1;protein_309,GCF_020735805.1;protein_256,GCF_021184145.1;protein_639,GCF_017821655.1;protein_1218,GCF_016757555.1;protein_1218,GCF_006337485.1;protein_233,GCF_006337745.1;protein_257,GCF_030323385.1;protein_1388,GCF_002952455.1;protein_190,GCF_002952675.1;protein_191
GCF_000685705.1;protein_31,GCF_020735805.1;protein_602,GCF_021184145.1;protein_979,GCF_017821655.1;protein_32,GCF_016757555.1;protein_32,GCF_006337485.1;protein_1463,GCF_006337745.1;protein_1460,GCF_030323385.1;protein_180,GCF_002952455.1;protein_1449,GCF_002952675.1;protein_1454
GCF_000685705.1;protein_310,GCF_020735805.1;protein_255,GCF_021184145.1;protein_638,GCF_017821655.1;protein_1217,GCF_016757555.1;protein_1217,GCF_006337485.1;protein_234,GCF_006337745.1;protein_258,GCF_030323385.1;protein_1387,GCF_002952455.1;protein_191,GCF_002952675.1;protein_192
GCF_000685705.1;protein_311,GCF_020735805.1;protein_254,GCF_021184145.1;protein_637,GCF_017821655.1;protein_1216,GCF_016757555.1;protein_1216,GCF_006337485.1;protein_235,GCF_006337745.1;protein_259,GCF_030323385.1;protein_1386,GCF_002952455.1;protein_192,GCF_002952675.1;protein_193
GCF_000685705.1;protein_312,GCF_020735805.1;protein_253,GCF_021184145.1;protein_636,GCF_017821655.1;protein_1215,GCF_016757555.1;protein_1215,GCF_006337485.1;protein_236,GCF_006337745.1;protein_260,GCF_030323385.1;protein_1385,GCF_002952455.1;protein_193,GCF_002952675.1;protein_194
GCF_000685705.1;protein_313,GCF_020735805.1;protein_252,GCF_021184145.1;protein_635,GCF_017821655.1;protein_1214,GCF_016757555.1;protein_1214,GCF_006337485.1;protein_237,GCF_006337745.1;protein_261,GCF_030323385.1;protein_1384,GCF_002952455.1;protein_194,GCF_002952675.1;protein_195
GCF_000685705.1;protein_314,GCF_020735805.1;protein_251,GCF_021184145.1;protein_634,GCF_017821655.1;protein_1213,GCF_016757555.1;protein_1213,GCF_006337485.1;protein_238,GCF_006337745.1;protein_262,GCF_030323385.1;protein_1383,GCF_002952455.1;protein_195,GCF_002952675.1;protein_196
GCF_000685705.1;protein_315,GCF_020735805.1;protein_250,GCF_021184145.1;protein_633,GCF_017821655.1;protein_1212,GCF_016757555.1;protein_1212,GCF_006337485.1;protein_239,GCF_006337745.1;protein_263,GCF_030323385.1;protein_1382,GCF_002952455.1;protein_196,GCF_002952675.1;protein_197
GCF_000685705.1;protein_316,GCF_020735805.1;protein_249,GCF_021184145.1;protein_632,GCF_017821655.1;protein_1211,GCF_016757555.1;protein_1211,GCF_006337485.1;protein_240,GCF_006337745.1;protein_264,GCF_030323385.1;protein_1381,GCF_002952455.1;protein_197,GCF_002952675.1;protein_198
GCF_000685705.1;protein_317,GCF_020735805.1;protein_248,GCF_021184145.1;protein_631,GCF_017821655.1;protein_1210,GCF_016757555.1;protein_1210,GCF_006337485.1;protein_241,GCF_006337745.1;protein_265,GCF_030323385.1;protein_1380,GCF_002952455.1;protein_198,GCF_002952675.1;protein_199
GCF_000685705.1;protein_318,GCF_020735805.1;protein_247,GCF_021184145.1;protein_630,GCF_017821655.1;protein_1209,GCF_016757555.1;protein_1209,GCF_006337485.1;protein_242,GCF_006337745.1;protein_266,GCF_030323385.1;protein_1379,GCF_002952455.1;protein_199,GCF_002952675.1;protein_200
GCF_000685705.1;protein_319,GCF_020735805.1;protein_246,GCF_021184145.1;protein_629,GCF_017821655.1;protein_1208,GCF_016757555.1;protein_1208,GCF_006337485.1;protein_243,GCF_006337745.1;protein_267,GCF_030323385.1;protein_1378,GCF_002952455.1;protein_200,GCF_002952675.1;protein_201
GCF_000685705.1;protein_32,GCF_020735805.1;protein_603,GCF_021184145.1;protein_980,GCF_017821655.1;protein_33,GCF_016757555.1;protein_33,GCF_006337485.1;protein_1462,GCF_006337745.1;protein_1459,GCF_030323385.1;protein_181,GCF_002952455.1;protein_1448,GCF_002952675.1;protein_1453
GCF_000685705.1;protein_320,GCF_020735805.1;protein_245,GCF_021184145.1;protein_628,GCF_017821655.1;protein_1207,GCF_016757555.1;protein_1207,GCF_006337485.1;protein_244,GCF_006337745.1;protein_268,GCF_030323385.1;protein_1377,GCF_002952455.1;protein_201,GCF_002952675.1;protein_202
GCF_000685705.1;protein_321,GCF_020735805.1;protein_244,GCF_021184145.1;protein_627,GCF_017821655.1;protein_1206,GCF_016757555.1;protein_1206,GCF_006337485.1;protein_245,GCF_006337745.1;protein_269,GCF_030323385.1;protein_1376,GCF_002952455.1;protein_202,GCF_002952675.1;protein_203
GCF_000685705.1;protein_322,GCF_020735805.1;protein_243,GCF_021184145.1;protein_626,GCF_017821655.1;protein_1205,GCF_016757555.1;protein_1205,GCF_006337485.1;protein_246,GCF_006337745.1;protein_270,GCF_030323385.1;protein_1375,GCF_002952455.1;protein_203,GCF_002952675.1;protein_204
GCF_000685705.1;protein_323,GCF_020735805.1;protein_242,GCF_021184145.1;protein_625,GCF_017821655.1;protein_1204,GCF_016757555.1;protein_1204,GCF_006337485.1;protein_247,GCF_006337745.1;protein_271,GCF_030323385.1;protein_1374,GCF_002952455.1;protein_204,GCF_002952675.1;protein_205
GCF_000685705.1;protein_324,GCF_020735805.1;protein_241,GCF_021184145.1;protein_624,GCF_017821655.1;protein_1203,GCF_016757555.1;protein_1203,GCF_006337485.1;protein_248,GCF_006337745.1;protein_272,GCF_030323385.1;protein_1373,GCF_002952455.1;protein_205,GCF_002952675.1;protein_206
GCF_000685705.1;protein_325,GCF_020735805.1;protein_240,GCF_021184145.1;protein_623,GCF_017821655.1;protein_1202,GCF_016757555.1;protein_1202,GCF_006337485.1;protein_249,GCF_006337745.1;protein_273,GCF_030323385.1;protein_1372,GCF_002952455.1;protein_206,GCF_002952675.1;protein_207
GCF_000685705.1;protein_326,GCF_020735805.1;protein_239,GCF_021184145.1;protein_622,GCF_017821655.1;protein_1201,GCF_016757555.1;protein_1201,GCF_006337485.1;protein_250,GCF_006337745.1;protein_274,GCF_030323385.1;protein_1371,GCF_002952455.1;protein_207,GCF_002952675.1;protein_208
GCF_000685705.1;protein_327,GCF_020735805.1;protein_238,GCF_021184145.1;protein_621,GCF_017821655.1;protein_1200,GCF_016757555.1;protein_1200,GCF_006337485.1;protein_251,GCF_006337745.1;protein_275,GCF_030323385.1;protein_1370,GCF_002952455.1;protein_208,GCF_002952675.1;protein_209
GCF_000685705.1;protein_329,GCF_020735805.1;protein_236,GCF_021184145.1;protein_619,GCF_017821655.1;protein_1198,GCF_016757555.1;protein_1198,GCF_006337485.1;protein_253,GCF_006337745.1;protein_277,GCF_030323385.1;protein_1368,GCF_002952455.1;protein_210,GCF_002952675.1;protein_211
GCF_000685705.1;protein_33,GCF_020735805.1;protein_604,GCF_021184145.1;protein_981,GCF_017821655.1;protein_34,GCF_016757555.1;protein_34,GCF_006337485.1;protein_1461,GCF_006337745.1;protein_1458,GCF_030323385.1;protein_182,GCF_002952455.1;protein_1447,GCF_002952675.1;protein_1452
GCF_000685705.1;protein_330,GCF_020735805.1;protein_235,GCF_021184145.1;protein_618,GCF_017821655.1;protein_1197,GCF_016757555.1;protein_1197,GCF_006337485.1;protein_254,GCF_006337745.1;protein_278,GCF_030323385.1;protein_1367,GCF_002952455.1;protein_211,GCF_002952675.1;protein_212
GCF_000685705.1;protein_331,GCF_020735805.1;protein_234,GCF_021184145.1;protein_617,GCF_017821655.1;protein_1196,GCF_016757555.1;protein_1196,GCF_006337485.1;protein_255,GCF_006337745.1;protein_279,GCF_030323385.1;protein_1366,GCF_002952455.1;protein_212,GCF_002952675.1;protein_213
GCF_000685705.1;protein_332,GCF_020735805.1;protein_233,GCF_021184145.1;protein_616,GCF_017821655.1;protein_1195,GCF_016757555.1;protein_1195,GCF_006337485.1;protein_256,GCF_006337745.1;protein_280,GCF_030323385.1;protein_1365,GCF_002952455.1;protein_213,GCF_002952675.1;protein_214
GCF_000685705.1;protein_334,GCF_020735805.1;protein_231,GCF_021184145.1;protein_614,GCF_017821655.1;protein_1193,GCF_016757555.1;protein_1193,GCF_006337485.1;protein_258,GCF_006337745.1;protein_282,GCF_030323385.1;protein_1363,GCF_002952455.1;protein_215,GCF_002952675.1;protein_216
GCF_000685705.1;protein_335,GCF_020735805.1;protein_230,GCF_021184145.1;protein_613,GCF_017821655.1;protein_1192,GCF_016757555.1;protein_1192,GCF_006337485.1;protein_259,GCF_006337745.1;protein_283,GCF_030323385.1;protein_1362,GCF_002952455.1;protein_216,GCF_002952675.1;protein_217
GCF_000685705.1;protein_336,GCF_020735805.1;protein_229,GCF_021184145.1;protein_612,GCF_017821655.1;protein_1191,GCF_016757555.1;protein_1191,GCF_006337485.1;protein_260,GCF_006337745.1;protein_284,GCF_030323385.1;protein_1361,GCF_002952455.1;protein_217,GCF_002952675.1;protein_218
GCF_000685705.1;protein_337,GCF_020735805.1;protein_228,GCF_021184145.1;protein_611,GCF_017821655.1;protein_1190,GCF_016757555.1;protein_1190,GCF_006337485.1;protein_261,GCF_006337745.1;protein_285,GCF_030323385.1;protein_1360,GCF_002952455.1;protein_218,GCF_002952675.1;protein_219
GCF_000685705.1;protein_338,GCF_020735805.1;protein_227,GCF_021184145.1;protein_610,GCF_017821655.1;protein_1189,GCF_016757555.1;protein_1189,GCF_006337485.1;protein_262,GCF_006337745.1;protein_286,GCF_030323385.1;protein_1359,GCF_002952455.1;protein_219,GCF_002952675.1;protein_220
GCF_000685705.1;protein_339,GCF_020735805.1;protein_226,GCF_021184145.1;protein_609,GCF_017821655.1;protein_1188,GCF_016757555.1;protein_1188,GCF_006337485.1;protein_263,GCF_006337745.1;protein_287,GCF_030323385.1;protein_1358,GCF_002952455.1;protein_220,GCF_002952675.1;protein_221
GCF_000685705.1;protein_34,GCF_020735805.1;protein_605,GCF_021184145.1;protein_982,GCF_017821655.1;protein_35,GCF_016757555.1;protein_35,GCF_006337485.1;protein_1460,GCF_006337745.1;protein_1457,GCF_030323385.1;protein_183,GCF_002952455.1;protein_1446,GCF_002952675.1;protein_1451
GCF_000685705.1;protein_341,GCF_020735805.1;protein_224,GCF_021184145.1;protein_607,GCF_017821655.1;protein_1186,GCF_016757555.1;protein_1186,GCF_006337485.1;protein_265,GCF_006337745.1;protein_289,GCF_030323385.1;protein_1356,GCF_002952455.1;protein_222,GCF_002952675.1;protein_223
GCF_000685705.1;protein_342,GCF_020735805.1;protein_223,GCF_021184145.1;protein_606,GCF_017821655.1;protein_1185,GCF_016757555.1;protein_1185,GCF_006337485.1;protein_266,GCF_006337745.1;protein_290,GCF_030323385.1;protein_1355,GCF_002952455.1;protein_223,GCF_002952675.1;protein_224
GCF_000685705.1;protein_343,GCF_020735805.1;protein_222,GCF_021184145.1;protein_605,GCF_017821655.1;protein_1184,GCF_016757555.1;protein_1184,GCF_006337485.1;protein_267,GCF_006337745.1;protein_291,GCF_030323385.1;protein_1354,GCF_002952455.1;protein_224,GCF_002952675.1;protein_225
GCF_000685705.1;protein_344,GCF_020735805.1;protein_221,GCF_021184145.1;protein_603,GCF_017821655.1;protein_1182,GCF_016757555.1;protein_1183,GCF_006337485.1;protein_269,GCF_006337745.1;protein_292,GCF_030323385.1;protein_1352,GCF_002952455.1;protein_225,GCF_002952675.1;protein_226
GCF_000685705.1;protein_345,GCF_020735805.1;protein_220,GCF_021184145.1;protein_602,GCF_017821655.1;protein_1181,GCF_016757555.1;protein_1182,GCF_006337485.1;protein_270,GCF_006337745.1;protein_293,GCF_030323385.1;protein_1351,GCF_002952455.1;protein_226,GCF_002952675.1;protein_227
GCF_000685705.1;protein_35,GCF_020735805.1;protein_606,GCF_021184145.1;protein_983,GCF_017821655.1;protein_36,GCF_016757555.1;protein_36,GCF_006337485.1;protein_1459,GCF_006337745.1;protein_1456,GCF_030323385.1;protein_184,GCF_002952455.1;protein_1445,GCF_002952675.1;protein_1450
GCF_000685705.1;protein_36,GCF_020735805.1;protein_607,GCF_021184145.1;protein_984,GCF_017821655.1;protein_37,GCF_016757555.1;protein_37,GCF_006337485.1;protein_1458,GCF_006337745.1;protein_1455,GCF_030323385.1;protein_185,GCF_002952455.1;protein_1444,GCF_002952675.1;protein_1449
GCF_000685705.1;protein_37,GCF_020735805.1;protein_608,GCF_021184145.1;protein_985,GCF_017821655.1;protein_38,GCF_016757555.1;protein_38,GCF_006337485.1;protein_1457,GCF_006337745.1;protein_1454,GCF_030323385.1;protein_186,GCF_002952455.1;protein_1443,GCF_002952675.1;protein_1448
GCF_000685705.1;protein_377,GCF_020735805.1;protein_622,GCF_021184145.1;protein_999,GCF_017821655.1;protein_50,GCF_016757555.1;protein_49,GCF_006337485.1;protein_1440,GCF_006337745.1;protein_1439,GCF_030323385.1;protein_201,GCF_002952455.1;protein_1385,GCF_002952675.1;protein_1390
GCF_000685705.1;protein_378,GCF_020735805.1;protein_623,GCF_021184145.1;protein_1000,GCF_017821655.1;protein_51,GCF_016757555.1;protein_50,GCF_006337485.1;protein_1439,GCF_006337745.1;protein_1438,GCF_030323385.1;protein_202,GCF_002952455.1;protein_1384,GCF_002952675.1;protein_1389
GCF_000685705.1;protein_38,GCF_020735805.1;protein_609,GCF_021184145.1;protein_986,GCF_017821655.1;protein_39,GCF_016757555.1;protein_39,GCF_006337485.1;protein_1456,GCF_006337745.1;protein_1453,GCF_030323385.1;protein_187,GCF_002952455.1;protein_1442,GCF_002952675.1;protein_1447
GCF_000685705.1;protein_382,GCF_020735805.1;protein_627,GCF_021184145.1;protein_1007,GCF_017821655.1;protein_56,GCF_016757555.1;protein_54,GCF_006337485.1;protein_1435,GCF_006337745.1;protein_1434,GCF_030323385.1;protein_210,GCF_002952455.1;protein_1380,GCF_002952675.1;protein_1385
GCF_000685705.1;protein_383,GCF_020735805.1;protein_628,GCF_021184145.1;protein_1008,GCF_017821655.1;protein_57,GCF_016757555.1;protein_55,GCF_006337485.1;protein_1434,GCF_006337745.1;protein_1433,GCF_030323385.1;protein_211,GCF_002952455.1;protein_1379,GCF_002952675.1;protein_1384
GCF_000685705.1;protein_385,GCF_020735805.1;protein_630,GCF_021184145.1;protein_1010,GCF_017821655.1;protein_59,GCF_016757555.1;protein_57,GCF_006337485.1;protein_1373,GCF_006337745.1;protein_1431,GCF_030323385.1;protein_213,GCF_002952455.1;protein_1377,GCF_002952675.1;protein_1382
GCF_000685705.1;protein_386,GCF_020735805.1;protein_631,GCF_021184145.1;protein_1011,GCF_017821655.1;protein_60,GCF_016757555.1;protein_58,GCF_006337485.1;protein_1372,GCF_006337745.1;protein_1430,GCF_030323385.1;protein_214,GCF_002952455.1;protein_1376,GCF_002952675.1;protein_1381
GCF_000685705.1;protein_387,GCF_020735805.1;protein_632,GCF_021184145.1;protein_1012,GCF_017821655.1;protein_61,GCF_016757555.1;protein_59,GCF_006337485.1;protein_1371,GCF_006337745.1;protein_1429,GCF_030323385.1;protein_215,GCF_002952455.1;protein_1375,GCF_002952675.1;protein_1380
GCF_000685705.1;protein_388,GCF_020735805.1;protein_633,GCF_021184145.1;protein_1013,GCF_017821655.1;protein_62,GCF_016757555.1;protein_60,GCF_006337485.1;protein_1370,GCF_006337745.1;protein_1428,GCF_030323385.1;protein_216,GCF_002952455.1;protein_1374,GCF_002952675.1;protein_1379
GCF_000685705.1;protein_389,GCF_020735805.1;protein_634,GCF_021184145.1;protein_1014,GCF_017821655.1;protein_63,GCF_016757555.1;protein_61,GCF_006337485.1;protein_1369,GCF_006337745.1;protein_1427,GCF_030323385.1;protein_217,GCF_002952455.1;protein_1373,GCF_002952675.1;protein_1378
GCF_000685705.1;protein_39,GCF_020735805.1;protein_610,GCF_021184145.1;protein_987,GCF_017821655.1;protein_40,GCF_016757555.1;protein_40,GCF_006337485.1;protein_1455,GCF_006337745.1;protein_1452,GCF_030323385.1;protein_188,GCF_002952455.1;protein_1441,GCF_002952675.1;protein_1446
GCF_000685705.1;protein_390,GCF_020735805.1;protein_635,GCF_021184145.1;protein_1015,GCF_017821655.1;protein_64,GCF_016757555.1;protein_62,GCF_006337485.1;protein_1368,GCF_006337745.1;protein_1426,GCF_030323385.1;protein_218,GCF_002952455.1;protein_1372,GCF_002952675.1;protein_1377
GCF_000685705.1;protein_391,GCF_020735805.1;protein_636,GCF_021184145.1;protein_1016,GCF_017821655.1;protein_65,GCF_016757555.1;protein_63,GCF_006337485.1;protein_1367,GCF_006337745.1;protein_1425,GCF_030323385.1;protein_219,GCF_002952455.1;protein_1371,GCF_002952675.1;protein_1376
GCF_000685705.1;protein_392,GCF_020735805.1;protein_637,GCF_021184145.1;protein_1017,GCF_017821655.1;protein_66,GCF_016757555.1;protein_64,GCF_006337485.1;protein_1366,GCF_006337745.1;protein_1424,GCF_030323385.1;protein_220,GCF_002952455.1;protein_1370,GCF_002952675.1;protein_1375
GCF_000685705.1;protein_393,GCF_020735805.1;protein_638,GCF_021184145.1;protein_1018,GCF_017821655.1;protein_67,GCF_016757555.1;protein_65,GCF_006337485.1;protein_1365,GCF_006337745.1;protein_1423,GCF_030323385.1;protein_221,GCF_002952455.1;protein_1369,GCF_002952675.1;protein_1374
GCF_000685705.1;protein_394,GCF_020735805.1;protein_639,GCF_021184145.1;protein_1019,GCF_017821655.1;protein_68,GCF_016757555.1;protein_66,GCF_006337485.1;protein_1364,GCF_006337745.1;protein_1422,GCF_030323385.1;protein_222,GCF_002952455.1;protein_1368,GCF_002952675.1;protein_1373
GCF_000685705.1;protein_395,GCF_020735805.1;protein_640,GCF_021184145.1;protein_1020,GCF_017821655.1;protein_69,GCF_016757555.1;protein_67,GCF_006337485.1;protein_1363,GCF_006337745.1;protein_1421,GCF_030323385.1;protein_223,GCF_002952455.1;protein_1367,GCF_002952675.1;protein_1372
GCF_000685705.1;protein_396,GCF_020735805.1;protein_641,GCF_021184145.1;protein_1021,GCF_017821655.1;protein_70,GCF_016757555.1;protein_68,GCF_006337485.1;protein_1362,GCF_006337745.1;protein_1420,GCF_030323385.1;protein_224,GCF_002952455.1;protein_1366,GCF_002952675.1;protein_1371
GCF_000685705.1;protein_397,GCF_020735805.1;protein_642,GCF_021184145.1;protein_1022,GCF_017821655.1;protein_71,GCF_016757555.1;protein_69,GCF_006337485.1;protein_1361,GCF_006337745.1;protein_1419,GCF_030323385.1;protein_225,GCF_002952455.1;protein_1365,GCF_002952675.1;protein_1370
GCF_000685705.1;protein_398,GCF_020735805.1;protein_643,GCF_021184145.1;protein_1023,GCF_017821655.1;protein_72,GCF_016757555.1;protein_70,GCF_006337485.1;protein_1360,GCF_006337745.1;protein_1418,GCF_030323385.1;protein_226,GCF_002952455.1;protein_1364,GCF_002952675.1;protein_1369
GCF_000685705.1;protein_4,GCF_020735805.1;protein_575,GCF_021184145.1;protein_952,GCF_017821655.1;protein_4,GCF_016757555.1;protein_4,GCF_006337485.1;protein_1490,GCF_006337745.1;protein_1487,GCF_030323385.1;protein_153,GCF_002952455.1;protein_1476,GCF_002952675.1;protein_1481
GCF_000685705.1;protein_401,GCF_020735805.1;protein_645,GCF_021184145.1;protein_1025,GCF_017821655.1;protein_75,GCF_016757555.1;protein_72,GCF_006337485.1;protein_1358,GCF_006337745.1;protein_1415,GCF_030323385.1;protein_229,GCF_002952455.1;protein_1362,GCF_002952675.1;protein_1367
GCF_000685705.1;protein_403,GCF_020735805.1;protein_647,GCF_021184145.1;protein_1027,GCF_017821655.1;protein_77,GCF_016757555.1;protein_74,GCF_006337485.1;protein_1354,GCF_006337745.1;protein_1413,GCF_030323385.1;protein_232,GCF_002952455.1;protein_1360,GCF_002952675.1;protein_1365
GCF_000685705.1;protein_404,GCF_020735805.1;protein_648,GCF_021184145.1;protein_1028,GCF_017821655.1;protein_78,GCF_016757555.1;protein_75,GCF_006337485.1;protein_1353,GCF_006337745.1;protein_1412,GCF_030323385.1;protein_233,GCF_002952455.1;protein_1359,GCF_002952675.1;protein_1364
GCF_000685705.1;protein_405,GCF_020735805.1;protein_649,GCF_021184145.1;protein_1029,GCF_017821655.1;protein_79,GCF_016757555.1;protein_76,GCF_006337485.1;protein_1352,GCF_006337745.1;protein_1411,GCF_030323385.1;protein_234,GCF_002952455.1;protein_1358,GCF_002952675.1;protein_1363
GCF_000685705.1;protein_406,GCF_020735805.1;protein_650,GCF_021184145.1;protein_1030,GCF_017821655.1;protein_80,GCF_016757555.1;protein_77,GCF_006337485.1;protein_1351,GCF_006337745.1;protein_1410,GCF_030323385.1;protein_235,GCF_002952455.1;protein_1357,GCF_002952675.1;protein_1362
GCF_000685705.1;protein_407,GCF_020735805.1;protein_651,GCF_021184145.1;protein_1031,GCF_017821655.1;protein_81,GCF_016757555.1;protein_78,GCF_006337485.1;protein_1350,GCF_006337745.1;protein_1409,GCF_030323385.1;protein_236,GCF_002952455.1;protein_1356,GCF_002952675.1;protein_1361
